time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B
-1.00E-05,-0.07,-1.00E-05,0.120001,-8.00E-07,0.140001,-8.00E-07,-0.0599993,-8.00E-07,0.0600007,-8.00E-07,0.280001,-8.00E-07,0.0800013
-1.00E-05,-0.01,-1.00E-05,6.71E-07,-8.00E-07,0.140001,-8.00E-07,-0.0799993,-8.00E-07,-0.0199993,-8.00E-07,0.280001,-8.00E-07,0.240001
-1.00E-05,-0.03,-1.00E-05,0.140001,-7.99E-07,0.140001,-7.99E-07,6.71E-07,-7.99E-07,0.0400007,-7.99E-07,0.240001,-7.99E-07,0.160001
-1.00E-05,0,-1.00E-05,0.120001,-7.99E-07,0.140001,-7.99E-07,0.0200007,-7.99E-07,0.0800007,-7.99E-07,0.400001,-7.99E-07,0.240001
-1.00E-05,-0.02,-1.00E-05,0.100001,-7.98E-07,0.140001,-7.98E-07,-0.0599993,-7.98E-07,-0.0199993,-7.98E-07,0.160001,-7.98E-07,0.320001
-1.00E-05,-0.02,-1.00E-05,-0.0399993,-7.98E-07,0.140001,-7.98E-07,-0.0599993,-7.98E-07,0.0800007,-7.98E-07,0.240001,-7.98E-07,0.240001
-1.00E-05,-0.01,-1.00E-05,0.140001,-7.98E-07,0.0600007,-7.98E-07,-0.119999,-7.98E-07,0.0400007,-7.98E-07,0.0800013,-7.98E-07,0.280001
-1.00E-05,0,-1.00E-05,0.0600007,-7.97E-07,0.0400007,-7.97E-07,0.0200007,-7.97E-07,0.140001,-7.97E-07,0.320001,-7.97E-07,0.160001
-1.00E-05,-0.06,-1.00E-05,0.200001,-7.97E-07,0.0200007,-7.97E-07,-0.0799993,-7.97E-07,0.0200007,-7.97E-07,0.320001,-7.97E-07,0.240001
-1.00E-05,0.01,-1.00E-05,0.0600007,-7.96E-07,0.120001,-7.96E-07,-0.0199993,-7.96E-07,0.0400007,-7.96E-07,0.200001,-7.96E-07,0.440001
-1.00E-05,0.02,-1.00E-05,0.100001,-7.96E-07,0.100001,-7.96E-07,-0.0599993,-7.96E-07,0.100001,-7.96E-07,0.200001,-7.96E-07,0.320001
-1.00E-05,0.04,-1.00E-05,0.120001,-7.96E-07,0.0800007,-7.96E-07,6.71E-07,-7.96E-07,0.140001,-7.96E-07,0.120001,-7.96E-07,0.0800013
-1.00E-05,-0.02,-1.00E-05,0.160001,-7.95E-07,0.100001,-7.95E-07,-0.0199993,-7.95E-07,0.0400007,-7.95E-07,0.360001,-7.95E-07,0.120001
-9.99E-06,-0.04,-9.99E-06,0.0800007,-7.95E-07,0.0400007,-7.95E-07,0.0600007,-7.95E-07,0.0200007,-7.95E-07,0.200001,-7.95E-07,0.200001
-9.99E-06,0.02,-9.99E-06,0.0600007,-7.94E-07,0.100001,-7.94E-07,-0.0199993,-7.94E-07,0.120001,-7.94E-07,0.160001,-7.94E-07,0.360001
