time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B,,,,,,
-3.76E-06,-0.004,-3.76E-06,-0.00239992,-6.81E-07,-0.00239992,-6.81E-07,-0.00399992,-6.81E-07,0.0128001,-6.81E-07,0.0139999,-6.81E-07,0.0139999,0.006880012,,,,,
-3.76E-06,-0.012,-3.76E-06,7.80E-08,-6.81E-07,0.00400008,-6.81E-07,-0.00479992,-6.81E-07,0.00960008,-6.81E-07,0.00799986,-6.81E-07,0.00999986,0.005359992,,,,,
-3.76E-06,-0.016,-3.76E-06,-0.00479992,-6.80E-07,-0.00399992,-6.80E-07,-0.00959992,-6.80E-07,0.00880008,-6.80E-07,0.00599986,-6.80E-07,0.0139999,0.00304,,,,,
-3.76E-06,0,-3.76E-06,-0.00719992,-6.80E-07,0.000800078,-6.80E-07,-0.00239992,-6.80E-07,0.00960008,-6.80E-07,0.00799986,-6.80E-07,0.0219999,0.0076,,,,,
-3.76E-06,0,-3.76E-06,-0.00479992,-6.80E-07,-0.00479992,-6.80E-07,-0.00639992,-6.80E-07,0.00640008,-6.80E-07,0.0159999,-6.80E-07,0.0239999,0.007040008,,,,,
-3.76E-06,0.004,-3.76E-06,-0.000799922,-6.79E-07,-0.000799922,-6.79E-07,-0.00719992,-6.79E-07,0.0128001,-6.79E-07,0.00799986,-6.79E-07,-1.42E-07,0.002559995,,,,,
-3.76E-06,0,-3.76E-06,0.000800078,-6.79E-07,7.80E-08,-6.79E-07,7.80E-08,-6.79E-07,0.00880008,-6.79E-07,0.00399986,-6.79E-07,0.0179999,0.006159999,,,,,
-3.76E-06,-0.012,-3.76E-06,0.000800078,-6.78E-07,-0.00319992,-6.78E-07,-0.00399992,-6.78E-07,0.00800008,-6.78E-07,0.0199999,-6.78E-07,0.0179999,0.007760008,,,,,
-3.76E-06,0,-3.76E-06,-0.00639992,-6.78E-07,-0.00159992,-6.78E-07,0.00240008,-6.78E-07,0.0120001,-6.78E-07,0.0139999,-6.78E-07,0.00799986,0.006960004,,,,,
-3.76E-06,0.004,-3.76E-06,0.00560008,-6.78E-07,0.00480008,-6.78E-07,-0.00159992,-6.78E-07,0.00560008,-6.78E-07,0.00999986,-6.78E-07,0.0119999,0.00616,,,,,
-3.76E-06,-0.004,-3.76E-06,0.00320008,-6.77E-07,-0.00399992,-6.77E-07,-0.00719992,-6.77E-07,0.0120001,-6.77E-07,0.0139999,-6.77E-07,0.0219999,0.007360012,,,,,
-3.75E-06,0.008,-3.75E-06,0.00400008,-6.77E-07,-0.00239992,-6.77E-07,-0.0111999,-6.77E-07,0.0120001,-6.77E-07,0.0179999,-6.77E-07,0.0119999,0.005680016,,,,,
-3.75E-06,-0.004,-3.75E-06,-0.00639992,-6.76E-07,-0.00559992,-6.76E-07,-0.00319992,-6.76E-07,0.00800008,-6.76E-07,0.0239999,-6.76E-07,0.0179999,0.008240008,,,,,
-3.75E-06,-0.016,-3.75E-06,-0.00239992,-6.76E-07,-0.00399992,-6.76E-07,-0.00319992,-6.76E-07,0.00560008,-6.76E-07,0.0179999,-6.76E-07,0.00399986,0.00408,,,,,
-3.75E-06,-0.008,-3.75E-06,-0.00559992,-6.76E-07,-0.000799922,-6.76E-07,0.00160008,-6.76E-07,0.0144001,-6.76E-07,0.0119999,-6.76E-07,0.0139999,0.008240012,,,,,
-3.75E-06,0.004,-3.75E-06,0.000800078,-6.75E-07,0.000800078,-6.75E-07,-0.00159992,-6.75E-07,0.00880008,-6.75E-07,0.00999986,-6.75E-07,0.00999986,0.005599992,,,,,
-3.75E-06,0.004,-3.75E-06,7.80E-08,-6.75E-07,-0.00159992,-6.75E-07,-0.00639992,-6.75E-07,0.00720008,-6.75E-07,0.00199986,-6.75E-07,0.0179999,0.00384,,,,,
-3.75E-06,0.004,-3.75E-06,-0.00239992,-6.74E-07,-0.00159992,-6.74E-07,-0.00719992,-6.74E-07,0.0168001,-6.74E-07,0.00999986,-6.74E-07,-1.42E-07,0.003599996,,,,,
-3.75E-06,-0.008,-3.75E-06,-0.000799922,-6.74E-07,-0.000799922,-6.74E-07,-0.00639992,-6.74E-07,0.0112001,-6.74E-07,0.0119999,-6.74E-07,0.00999986,0.005200004,,,,,
-3.75E-06,-0.008,-3.75E-06,-0.00159992,-6.74E-07,-0.00479992,-6.74E-07,-0.00399992,-6.74E-07,0.0136001,-6.74E-07,0.00199986,-6.74E-07,0.0179999,0.004960004,,,,,
-3.75E-06,0.004,-3.75E-06,-0.00159992,-6.73E-07,0.00320008,-6.73E-07,-0.00639992,-6.73E-07,0.00800008,-6.73E-07,0.0139999,-6.73E-07,0.00799986,0.00536,,,,,
-3.75E-06,0.008,-3.75E-06,-0.00319992,-6.73E-07,7.80E-08,-6.73E-07,-0.00719992,-6.73E-07,0.0136001,-6.73E-07,-0.00400014,-6.73E-07,0.00399986,0.001279996,,,,,
-3.75E-06,0.004,-3.75E-06,7.80E-08,-6.72E-07,-0.000799922,-6.72E-07,0.00240008,-6.72E-07,0.0160001,-6.72E-07,0.00599986,-6.72E-07,0.0199999,0.008720004,,,,,
-3.75E-06,0.012,-3.75E-06,0.00160008,-6.72E-07,0.00320008,-6.72E-07,7.80E-08,-6.72E-07,0.0160001,-6.72E-07,0.0119999,-6.72E-07,0.0119999,0.008640012,,,,,
-3.74E-06,-0.008,-3.74E-06,-0.00239992,-6.72E-07,0.00240008,-6.72E-07,-0.00479992,-6.72E-07,0.00720008,-6.72E-07,0.00999986,-6.72E-07,0.0139999,0.00576,,,,,
-3.74E-06,0.004,-3.74E-06,0.000800078,-6.71E-07,0.00400008,-6.71E-07,-0.00719992,-6.71E-07,0.00800008,-6.71E-07,-0.00400014,-6.71E-07,0.0159999,0.00336,,,,,
-3.74E-06,0.004,-3.74E-06,0.00560008,-6.71E-07,0.00160008,-6.71E-07,0.00320008,-6.71E-07,0.0104001,-6.71E-07,0.00199986,-6.71E-07,0.0119999,0.005840004,,,,,
-3.74E-06,0.004,-3.74E-06,0.00160008,-6.70E-07,-0.00239992,-6.70E-07,-0.00719992,-6.70E-07,0.0136001,-6.70E-07,-1.42E-07,-6.70E-07,0.0219999,0.005200004,,,,,
-3.74E-06,0.004,-3.74E-06,0.00320008,-6.70E-07,0.000800078,-6.70E-07,-0.00479992,-6.70E-07,0.0128001,-6.70E-07,0.00999986,-6.70E-07,0.0179999,0.007360004,,,,,
-3.74E-06,0.008,-3.74E-06,-0.00239992,-6.70E-07,0.0112001,-6.70E-07,0.00160008,-6.70E-07,0.00640008,-6.70E-07,0.0139999,-6.70E-07,0.0119999,0.009040012,,,,,
-3.74E-06,-0.008,-3.74E-06,0.00400008,-6.69E-07,0.00720008,-6.69E-07,-0.000799922,-6.69E-07,0.0176001,-6.69E-07,0.0139999,-6.69E-07,0.0179999,0.011200012,,,,,
-3.74E-06,-0.012,-3.74E-06,7.80E-08,-6.69E-07,7.80E-08,-6.69E-07,-0.00239992,-6.69E-07,0.0160001,-6.69E-07,0.00799986,-6.69E-07,0.0199999,0.008320004,,,,,
-3.74E-06,0,-3.74E-06,-0.00239992,-6.68E-07,0.00160008,-6.68E-07,0.00640008,-6.68E-07,0.0128001,-6.68E-07,0.0199999,-6.68E-07,0.00599986,0.009360004,,,,,
-3.74E-06,-0.008,-3.74E-06,-0.00159992,-6.68E-07,-0.00399992,-6.68E-07,-0.000799922,-6.68E-07,0.0184001,-6.68E-07,0.00599986,-6.68E-07,0.00999986,0.005919996,,,,,
-3.74E-06,0.004,-3.74E-06,7.80E-08,-6.68E-07,0.00320008,-6.68E-07,0.00800008,-6.68E-07,0.0168001,-6.68E-07,0.00999986,-6.68E-07,0.0199999,0.011600004,,,,,
-3.74E-06,-0.008,-3.74E-06,7.80E-08,-6.67E-07,7.80E-08,-6.67E-07,0.0104001,-6.67E-07,0.0176001,-6.67E-07,0.0179999,-6.67E-07,0.00799986,0.010800008,,,,,
-3.73E-06,-0.004,-3.73E-06,0.00400008,-6.67E-07,0.0112001,-6.67E-07,0.00640008,-6.67E-07,0.0184001,-6.67E-07,0.0179999,-6.67E-07,0.00799986,0.012400008,,,,,
-3.73E-06,0.016,-3.73E-06,0.00400008,-6.66E-07,0.0128001,-6.66E-07,0.0144001,-6.66E-07,0.0280001,-6.66E-07,0.0159999,-6.66E-07,0.00199986,0.014640012,,,,,
-3.73E-06,0.004,-3.73E-06,0.000800078,-6.66E-07,0.0168001,-6.66E-07,0.0104001,-6.66E-07,0.0288001,-6.66E-07,0.0139999,-6.66E-07,0.0119999,0.01640002,,,,,
-3.73E-06,0.012,-3.73E-06,-0.00319992,-6.66E-07,0.0184001,-6.66E-07,0.0128001,-6.66E-07,0.0312001,-6.66E-07,0.0239999,-6.66E-07,0.0119999,0.01968002,,,,,
-3.73E-06,0.004,-3.73E-06,-0.00639992,-6.65E-07,0.0240001,-6.65E-07,0.0208001,-6.65E-07,0.0280001,-6.65E-07,0.0179999,-6.65E-07,0.0239999,0.02296002,,,,,
-3.73E-06,0.004,-3.73E-06,0.000800078,-6.65E-07,0.0240001,-6.65E-07,0.0120001,-6.65E-07,0.0392001,-6.65E-07,0.0139999,-6.65E-07,0.0179999,0.02144002,,,,,
-3.73E-06,0.028,-3.73E-06,0.00560008,-6.64E-07,0.0272001,-6.64E-07,0.0288001,-6.64E-07,0.0392001,-6.64E-07,0.0159999,-6.64E-07,0.0279999,0.02784002,,,,,
-3.73E-06,0,-3.73E-06,-0.000799922,-6.64E-07,0.0328001,-6.64E-07,0.0312001,-6.64E-07,0.0344001,-6.64E-07,0.0139999,-6.64E-07,0.0399999,0.03048002,,,,,
-3.73E-06,0.004,-3.73E-06,0.000800078,-6.64E-07,0.0384001,-6.64E-07,0.0352001,-6.64E-07,0.0504001,-6.64E-07,0.0259999,-6.64E-07,0.0279999,0.03560002,,,,,
-3.73E-06,-0.004,-3.73E-06,-0.00159992,-6.63E-07,0.0456001,-6.63E-07,0.0376001,-6.63E-07,0.0488001,-6.63E-07,0.0359999,-6.63E-07,0.0199999,0.03760002,,,,,
-3.73E-06,-0.008,-3.73E-06,0.00640008,-6.63E-07,0.0464001,-6.63E-07,0.0344001,-6.63E-07,0.0560001,-6.63E-07,0.0259999,-6.63E-07,0.0499999,0.04256002,,,,,
-3.73E-06,0,-3.73E-06,0.00320008,-6.62E-07,0.0496001,-6.62E-07,0.0416001,-6.62E-07,0.0544001,-6.62E-07,0.0379999,-6.62E-07,0.0259999,0.04192002,,,,,
-3.73E-06,0,-3.73E-06,-0.00159992,-6.62E-07,0.0536001,-6.62E-07,0.0408001,-6.62E-07,0.0624001,-6.62E-07,0.0379999,-6.62E-07,0.0459999,0.04816002,,,,,
-3.72E-06,-0.016,-3.72E-06,-0.000799922,-6.62E-07,0.0624001,-6.62E-07,0.0424001,-6.62E-07,0.0712001,-6.62E-07,0.0459999,-6.62E-07,0.0399999,0.05240002,,,,,
-3.72E-06,0.004,-3.72E-06,-0.000799922,-6.61E-07,0.0728001,-6.61E-07,0.0552001,-6.61E-07,0.0784001,-6.61E-07,0.0359999,-6.61E-07,0.0519999,0.05888002,,,,,
-3.72E-06,0.004,-3.72E-06,0.000800078,-6.61E-07,0.0752001,-6.61E-07,0.0608001,-6.61E-07,0.0824001,-6.61E-07,0.0499999,-6.61E-07,0.0519999,0.06408002,,,,,
-3.72E-06,0,-3.72E-06,-0.00239992,-6.60E-07,0.0824001,-6.60E-07,0.0680001,-6.60E-07,0.0880001,-6.60E-07,0.0499999,-6.60E-07,0.0539999,0.06848002,,,,,
-3.72E-06,0.016,-3.72E-06,7.80E-08,-6.60E-07,0.0912001,-6.60E-07,0.0744001,-6.60E-07,0.0928001,-6.60E-07,0.0419999,-6.60E-07,0.0519999,0.07048002,,,,,
-3.72E-06,-0.004,-3.72E-06,0.00320008,-6.60E-07,0.1088,-6.60E-07,0.0856001,-6.60E-07,0.1112,-6.60E-07,0.0519999,-6.60E-07,0.0619999,0.08391998,,,,,
-3.72E-06,-0.012,-3.72E-06,-0.00319992,-6.59E-07,0.1232,-6.59E-07,0.0968001,-6.59E-07,0.1272,-6.59E-07,0.0539999,-6.59E-07,0.0579999,0.09183998,,,,,
-3.72E-06,0.004,-3.72E-06,-0.00239992,-6.59E-07,0.1344,-6.59E-07,0.1168,-6.59E-07,0.1336,-6.59E-07,0.0699999,-6.59E-07,0.0579999,0.10255996,,,,,
-3.72E-06,0.004,-3.72E-06,-0.00399992,-6.58E-07,0.1528,-6.58E-07,0.1304,-6.58E-07,0.1544,-6.58E-07,0.0699999,-6.58E-07,0.0679999,0.11511996,,,,,
-3.72E-06,-0.004,-3.72E-06,-0.00319992,-6.58E-07,0.164,-6.58E-07,0.1464,-6.58E-07,0.172,-6.58E-07,0.0779999,-6.58E-07,0.0839999,0.12887996,,,,,
-3.72E-06,0.008,-3.72E-06,7.80E-08,-6.58E-07,0.1976,-6.58E-07,0.1728,-6.58E-07,0.1912,-6.58E-07,0.0919999,-6.58E-07,0.0899999,0.14871996,,,,,
-3.72E-06,0.008,-3.72E-06,-0.000799922,-6.57E-07,0.2176,-6.57E-07,0.1904,-6.57E-07,0.212,-6.57E-07,0.0979999,-6.57E-07,0.0899999,0.16159996,,,,,
-3.71E-06,-0.012,-3.71E-06,-0.00159992,-6.57E-07,0.236,-6.57E-07,0.2144,-6.57E-07,0.2408,-6.57E-07,0.112,-6.57E-07,0.102,0.18104,,,,,
-3.71E-06,-0.008,-3.71E-06,-0.00239992,-6.56E-07,0.2696,-6.56E-07,0.2376,-6.56E-07,0.2792,-6.56E-07,0.13,-6.56E-07,0.118,0.20688,,,,,
-3.71E-06,0.004,-3.71E-06,-0.00639992,-6.56E-07,0.2952,-6.56E-07,0.2616,-6.56E-07,0.304,-6.56E-07,0.126,-6.56E-07,0.14,0.22536,,,,,
-3.71E-06,0,-3.71E-06,-0.000799922,-6.56E-07,0.32,-6.56E-07,0.2832,-6.56E-07,0.3256,-6.56E-07,0.16,-6.56E-07,0.15,0.24776,,,,,
-3.71E-06,-0.012,-3.71E-06,-0.00319992,-6.55E-07,0.3384,-6.55E-07,0.3064,-6.55E-07,0.3424,-6.55E-07,0.164,-6.55E-07,0.158,0.26184,,,,,
-3.71E-06,-0.008,-3.71E-06,0.000800078,-6.55E-07,0.3568,-6.55E-07,0.3232,-6.55E-07,0.3696,-6.55E-07,0.192,-6.55E-07,0.19,0.28632,,,,,
-3.71E-06,-0.016,-3.71E-06,0.000800078,-6.54E-07,0.3784,-6.54E-07,0.3416,-6.54E-07,0.3856,-6.54E-07,0.216,-6.54E-07,0.196,0.30352,,,,,
-3.71E-06,0.012,-3.71E-06,0.00160008,-6.54E-07,0.3896,-6.54E-07,0.3576,-6.54E-07,0.3904,-6.54E-07,0.242,-6.54E-07,0.224,0.32072,,,,,
-3.71E-06,-0.004,-3.71E-06,0.00240008,-6.54E-07,0.4008,-6.54E-07,0.3584,-6.54E-07,0.4088,-6.54E-07,0.266,-6.54E-07,0.244,0.3356,,,,,
-3.71E-06,0.012,-3.71E-06,-0.000799922,-6.53E-07,0.4136,-6.53E-07,0.3752,-6.53E-07,0.4208,-6.53E-07,0.29,-6.53E-07,0.274,0.35472,,,,,
-3.71E-06,0,-3.71E-06,-0.000799922,-6.53E-07,0.4328,-6.53E-07,0.3872,-6.53E-07,0.4344,-6.53E-07,0.322,-6.53E-07,0.304,0.37608,,,,,
-3.71E-06,0.004,-3.71E-06,-0.00479992,-6.52E-07,0.4464,-6.52E-07,0.4048,-6.52E-07,0.4472,-6.52E-07,0.344,-6.52E-07,0.314,0.39128,,,,,
-3.71E-06,0.004,-3.71E-06,0.00880008,-6.52E-07,0.4672,-6.52E-07,0.4168,-6.52E-07,0.4624,-6.52E-07,0.362,-6.52E-07,0.328,0.40728,,,,,
-3.70E-06,0.004,-3.70E-06,0.00400008,-6.52E-07,0.4752,-6.52E-07,0.4344,-6.52E-07,0.4824,-6.52E-07,0.372,-6.52E-07,0.358,0.4244,,,,,
-3.70E-06,0.008,-3.70E-06,-0.00399992,-6.51E-07,0.4928,-6.51E-07,0.4528,-6.51E-07,0.4944,-6.51E-07,0.394,-6.51E-07,0.364,0.4396,,,,,
-3.70E-06,-0.004,-3.70E-06,0.00160008,-6.51E-07,0.5032,-6.51E-07,0.4632,-6.51E-07,0.5056,-6.51E-07,0.41,-6.51E-07,0.37,0.4504,,,,,
-3.70E-06,0.012,-3.70E-06,-0.00399992,-6.50E-07,0.52,-6.50E-07,0.4728,-6.50E-07,0.524,-6.50E-07,0.414,-6.50E-07,0.388,0.46376,,,,,
-3.70E-06,-0.008,-3.70E-06,-0.00399992,-6.50E-07,0.5392,-6.50E-07,0.4936,-6.50E-07,0.5448,-6.50E-07,0.418,-6.50E-07,0.396,0.47832,,,,,
-3.70E-06,0,-3.70E-06,-0.00799992,-6.50E-07,0.56,-6.50E-07,0.516,-6.50E-07,0.5632,-6.50E-07,0.448,-6.50E-07,0.414,0.50024,,,,,
-3.70E-06,-0.012,-3.70E-06,-0.00559992,-6.49E-07,0.5824,-6.49E-07,0.532,-6.49E-07,0.592,-6.49E-07,0.476,-6.49E-07,0.424,0.52128,,,,,
-3.70E-06,0,-3.70E-06,-0.00639992,-6.49E-07,0.6064,-6.49E-07,0.5528,-6.49E-07,0.6192,-6.49E-07,0.48,-6.49E-07,0.434,0.53848,,,,,
-3.70E-06,0.004,-3.70E-06,0.000800078,-6.48E-07,0.6248,-6.48E-07,0.5728,-6.48E-07,0.6392,-6.48E-07,0.486,-6.48E-07,0.458,0.55616,,,,,
-3.70E-06,0.004,-3.70E-06,-0.00159992,-6.48E-07,0.6496,-6.48E-07,0.6024,-6.48E-07,0.6624,-6.48E-07,0.502,-6.48E-07,0.468,0.57688,,,,,
-3.70E-06,0.004,-3.70E-06,-0.00319992,-6.48E-07,0.6736,-6.48E-07,0.6296,-6.48E-07,0.6848,-6.48E-07,0.522,-6.48E-07,0.484,0.5988,,,,,
-3.70E-06,0.012,-3.70E-06,-0.00479992,-6.47E-07,0.692,-6.47E-07,0.6528,-6.47E-07,0.7112,-6.47E-07,0.536,-6.47E-07,0.498,0.618,,,,,
-3.69E-06,0.008,-3.69E-06,-0.000799922,-6.47E-07,0.708,-6.47E-07,0.672,-6.47E-07,0.7352,-6.47E-07,0.552,-6.47E-07,0.516,0.63664,,,,,
-3.69E-06,0.008,-3.69E-06,-0.00479992,-6.46E-07,0.7344,-6.46E-07,0.688,-6.46E-07,0.7568,-6.46E-07,0.584,-6.46E-07,0.538,0.66024,,,,,
-3.69E-06,0.012,-3.69E-06,0.00160008,-6.46E-07,0.756,-6.46E-07,0.7056,-6.46E-07,0.7816,-6.46E-07,0.606,-6.46E-07,0.556,0.68104,,,,,
-3.69E-06,0.008,-3.69E-06,-0.00799992,-6.46E-07,0.7728,-6.46E-07,0.7272,-6.46E-07,0.8032,-6.46E-07,0.618,-6.46E-07,0.578,0.69984,,,,,
-3.69E-06,0.004,-3.69E-06,0.00160008,-6.45E-07,0.7832,-6.45E-07,0.7488,-6.45E-07,0.816,-6.45E-07,0.642,-6.45E-07,0.604,0.7188,,,,,
-3.69E-06,-0.004,-3.69E-06,0.00160008,-6.45E-07,0.8048,-6.45E-07,0.7632,-6.45E-07,0.8392,-6.45E-07,0.674,-6.45E-07,0.628,0.74184,,,,,
-3.69E-06,0.012,-3.69E-06,-0.00639992,-6.44E-07,0.8232,-6.44E-07,0.7832,-6.44E-07,0.8568,-6.44E-07,0.7,-6.44E-07,0.652,0.76304,,,,,
-3.69E-06,0,-3.69E-06,0.00240008,-6.44E-07,0.848,-6.44E-07,0.8008,-6.44E-07,0.8728,-6.44E-07,0.722,-6.44E-07,0.666,0.78192,,,,,
-3.69E-06,0.004,-3.69E-06,-0.00399992,-6.44E-07,0.868,-6.44E-07,0.8224,-6.44E-07,0.904,-6.44E-07,0.728,-6.44E-07,0.688,0.80208,,,,,
-3.69E-06,-0.004,-3.69E-06,0.00560008,-6.43E-07,0.8832,-6.43E-07,0.8384,-6.43E-07,0.9112,-6.43E-07,0.748,-6.43E-07,0.702,0.81656,,,,,
-3.69E-06,0,-3.69E-06,0.00240008,-6.43E-07,0.9024,-6.43E-07,0.856,-6.43E-07,0.948,-6.43E-07,0.766,-6.43E-07,0.718,0.83808,,,,,
-3.69E-06,-0.008,-3.69E-06,0.00240008,-6.42E-07,0.924,-6.42E-07,0.8728,-6.42E-07,0.9464,-6.42E-07,0.786,-6.42E-07,0.748,0.85544,,,,,
-3.69E-06,0.008,-3.69E-06,0.00240008,-6.42E-07,0.9312,-6.42E-07,0.8904,-6.42E-07,0.972,-6.42E-07,0.808,-6.42E-07,0.762,0.87272,,,,,
-3.68E-06,0,-3.68E-06,-0.000799922,-6.42E-07,0.964,-6.42E-07,0.912,-6.42E-07,0.9912,-6.42E-07,0.828,-6.42E-07,0.78,0.89504,,,,,
-3.68E-06,-0.008,-3.68E-06,0.00160008,-6.41E-07,0.9768,-6.41E-07,0.9368,-6.41E-07,1.0072,-6.41E-07,0.842,-6.41E-07,0.806,0.91376,,,,,
-3.68E-06,-0.008,-3.68E-06,7.80E-08,-6.41E-07,1.0072,-6.41E-07,0.9608,-6.41E-07,1.0488,-6.41E-07,0.87,-6.41E-07,0.822,0.94176,,,,,
-3.68E-06,0.004,-3.68E-06,-0.00159992,-6.40E-07,1.0328,-6.40E-07,0.9824,-6.40E-07,1.0784,-6.40E-07,0.884,-6.40E-07,0.832,0.96192,,,,,
-3.68E-06,0.008,-3.68E-06,0.000800078,-6.40E-07,1.06,-6.40E-07,1.008,-6.40E-07,1.0992,-6.40E-07,0.904,-6.40E-07,0.858,0.98584,,,,,
-3.68E-06,-0.004,-3.68E-06,-0.00479992,-6.40E-07,1.0856,-6.40E-07,1.0288,-6.40E-07,1.1288,-6.40E-07,0.914,-6.40E-07,0.868,1.00504,,,,,
-3.68E-06,-0.012,-3.68E-06,-0.00159992,-6.39E-07,1.1064,-6.39E-07,1.0544,-6.39E-07,1.1512,-6.39E-07,0.928,-6.39E-07,0.892,1.0264,,,,,
-3.68E-06,0,-3.68E-06,0.000800078,-6.39E-07,1.12,-6.39E-07,1.0768,-6.39E-07,1.1744,-6.39E-07,0.952,-6.39E-07,0.916,1.04784,,,,,
-3.68E-06,-0.004,-3.68E-06,-0.00879992,-6.38E-07,1.1536,-6.38E-07,1.0936,-6.38E-07,1.184,-6.38E-07,0.982,-6.38E-07,0.932,1.06904,,,,,
-3.68E-06,0,-3.68E-06,0.000800078,-6.38E-07,1.1648,-6.38E-07,1.1192,-6.38E-07,1.2176,-6.38E-07,1,-6.38E-07,0.96,1.09232,,,,,
-3.68E-06,0,-3.68E-06,-0.00239992,-6.38E-07,1.1832,-6.38E-07,1.1328,-6.38E-07,1.2256,-6.38E-07,1.036,-6.38E-07,0.984,1.11232,,,,,
-3.68E-06,-0.004,-3.68E-06,7.80E-08,-6.37E-07,1.2032,-6.37E-07,1.1536,-6.37E-07,1.2568,-6.37E-07,1.056,-6.37E-07,0.998,1.13352,,,,,
-3.67E-06,-0.008,-3.67E-06,0.00160008,-6.37E-07,1.2216,-6.37E-07,1.1736,-6.37E-07,1.2704,-6.37E-07,1.072,-6.37E-07,1.028,1.15312,,,,,
-3.67E-06,0,-3.67E-06,7.80E-08,-6.36E-07,1.2304,-6.36E-07,1.184,-6.36E-07,1.2928,-6.36E-07,1.102,-6.36E-07,1.046,1.17104,,,,,
-3.67E-06,-0.004,-3.67E-06,-0.00719992,-6.36E-07,1.2512,-6.36E-07,1.2008,-6.36E-07,1.3104,-6.36E-07,1.114,-6.36E-07,1.092,1.19368,,,,,
-3.67E-06,-0.008,-3.67E-06,-0.00319992,-6.36E-07,1.26,-6.36E-07,1.208,-6.36E-07,1.3176,-6.36E-07,1.138,-6.36E-07,1.096,1.20392,,,,,
-3.67E-06,0.008,-3.67E-06,0.000800078,-6.35E-07,1.2704,-6.35E-07,1.22,-6.35E-07,1.3328,-6.35E-07,1.158,-6.35E-07,1.114,1.21904,,,,,
-3.67E-06,0,-3.67E-06,-0.00239992,-6.35E-07,1.284,-6.35E-07,1.236,-6.35E-07,1.3496,-6.35E-07,1.176,-6.35E-07,1.13,1.23512,,,,,
-3.67E-06,0.008,-3.67E-06,-0.00159992,-6.34E-07,1.2928,-6.34E-07,1.2472,-6.34E-07,1.3456,-6.34E-07,1.192,-6.34E-07,1.152,1.24592,,,,,
-3.67E-06,-0.004,-3.67E-06,-0.00959992,-6.34E-07,1.2984,-6.34E-07,1.2616,-6.34E-07,1.3672,-6.34E-07,1.204,-6.34E-07,1.172,1.26064,,,,,
-3.67E-06,0,-3.67E-06,0.000800078,-6.34E-07,1.316,-6.34E-07,1.2664,-6.34E-07,1.376,-6.34E-07,1.234,-6.34E-07,1.198,1.27808,,,,,
-3.67E-06,0.008,-3.67E-06,-0.00399992,-6.33E-07,1.3224,-6.33E-07,1.28,-6.33E-07,1.3896,-6.33E-07,1.25,-6.33E-07,1.2,1.2884,,,,,
-3.67E-06,0.004,-3.67E-06,-0.00399992,-6.33E-07,1.3368,-6.33E-07,1.2856,-6.33E-07,1.3952,-6.33E-07,1.27,-6.33E-07,1.212,1.29992,,,,,
-3.67E-06,0.004,-3.67E-06,-0.00159992,-6.32E-07,1.34,-6.32E-07,1.2976,-6.32E-07,1.412,-6.32E-07,1.264,-6.32E-07,1.218,1.30632,,,,,
-3.67E-06,0.012,-3.67E-06,-0.000799922,-6.32E-07,1.3472,-6.32E-07,1.2992,-6.32E-07,1.4168,-6.32E-07,1.278,-6.32E-07,1.246,1.31744,,,,,
-3.66E-06,0.008,-3.66E-06,-0.00479992,-6.32E-07,1.3624,-6.32E-07,1.3112,-6.32E-07,1.4256,-6.32E-07,1.288,-6.32E-07,1.242,1.32584,,,,,
-3.66E-06,0.016,-3.66E-06,7.80E-08,-6.31E-07,1.3648,-6.31E-07,1.3208,-6.31E-07,1.4264,-6.31E-07,1.296,-6.31E-07,1.252,1.332,,,,,
-3.66E-06,0,-3.66E-06,-0.00319992,-6.31E-07,1.3704,-6.31E-07,1.3352,-6.31E-07,1.4416,-6.31E-07,1.312,-6.31E-07,1.268,1.34544,,,,,
-3.66E-06,0,-3.66E-06,-0.00719992,-6.30E-07,1.384,-6.30E-07,1.3288,-6.30E-07,1.4432,-6.30E-07,1.322,-6.30E-07,1.29,1.3536,,,,,
-3.66E-06,0,-3.66E-06,-0.00239992,-6.30E-07,1.3944,-6.30E-07,1.3456,-6.30E-07,1.4616,-6.30E-07,1.326,-6.30E-07,1.284,1.36232,,,,,
-3.66E-06,0.004,-3.66E-06,0.00160008,-6.30E-07,1.3928,-6.30E-07,1.3528,-6.30E-07,1.4592,-6.30E-07,1.334,-6.30E-07,1.306,1.36896,,,,,
-3.66E-06,0.012,-3.66E-06,-0.00399992,-6.29E-07,1.4016,-6.29E-07,1.3552,-6.29E-07,1.4712,-6.29E-07,1.344,-6.29E-07,1.3,1.3744,,,,,
-3.66E-06,0.004,-3.66E-06,0.000800078,-6.29E-07,1.408,-6.29E-07,1.3656,-6.29E-07,1.476,-6.29E-07,1.35,-6.29E-07,1.32,1.38392,,,,,
-3.66E-06,0.016,-3.66E-06,0.000800078,-6.28E-07,1.4024,-6.28E-07,1.3648,-6.28E-07,1.4712,-6.28E-07,1.37,-6.28E-07,1.336,1.38888,,,,,
-3.66E-06,0.008,-3.66E-06,-0.00319992,-6.28E-07,1.4176,-6.28E-07,1.3712,-6.28E-07,1.4712,-6.28E-07,1.372,-6.28E-07,1.342,1.3948,,,,,
-3.66E-06,-0.016,-3.66E-06,7.80E-08,-6.28E-07,1.4104,-6.28E-07,1.3744,-6.28E-07,1.4808,-6.28E-07,1.38,-6.28E-07,1.336,1.39632,,,,,
