time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B
-0.0002,0.004,-0.0002,-0.00800029,-8.00E-07,0.0119999,-8.00E-07,-0.0200001,-8.00E-07,0.00599986,-8.00E-07,0.0319994,-8.00E-07,0.00799943
-0.000199996,-0.006,-0.000199996,-0.00400029,-8.00E-07,0.0119999,-8.00E-07,-0.0180001,-8.00E-07,-0.00400014,-8.00E-07,0.0399994,-8.00E-07,-0.0800006
-0.000199992,-0.002,-0.000199992,-0.00400029,-7.99E-07,0.00799986,-7.99E-07,-0.0160001,-7.99E-07,-0.0100001,-7.99E-07,0.0719994,-7.99E-07,0.00799943
-0.000199988,-0.004,-0.000199988,-0.00400029,-7.99E-07,0.0199999,-7.99E-07,-0.0260001,-7.99E-07,-0.00800014,-7.99E-07,0.0559994,-7.99E-07,0.0479994
-0.000199984,0,-0.000199984,0.0119997,-7.98E-07,0.00799986,-7.98E-07,-0.0160001,-7.98E-07,-0.00200014,-7.98E-07,-0.0400006,-7.98E-07,0.0559994
-0.00019998,-0.002,-0.00019998,0.00399972,-7.98E-07,0.00999986,-7.98E-07,-0.00400014,-7.98E-07,-0.00400014,-7.98E-07,0.0559994,-7.98E-07,-0.0320006
-0.000199976,-0.002,-0.000199976,-0.00400029,-7.98E-07,0.00599986,-7.98E-07,-0.0260001,-7.98E-07,-0.00200014,-7.98E-07,0.0559994,-7.98E-07,0.0479994
-0.000199972,-0.006,-0.000199972,-0.00400029,-7.97E-07,0.00399986,-7.97E-07,-0.00800014,-7.97E-07,-0.00800014,-7.97E-07,0.0799994,-7.97E-07,0.00799943
-0.000199968,-0.002,-0.000199968,-2.85E-07,-7.97E-07,0.00399986,-7.97E-07,-0.0180001,-7.97E-07,0.00399986,-7.97E-07,0.0639994,-7.97E-07,0.0479994
-0.000199964,-0.01,-0.000199964,-0.00800029,-7.96E-07,0.0119999,-7.96E-07,-0.00400014,-7.96E-07,0.00799986,-7.96E-07,0.0559994,-7.96E-07,-0.0560006
-0.00019996,-0.002,-0.00019996,-0.0120003,-7.96E-07,0.0119999,-7.96E-07,-0.0180001,-7.96E-07,0.00399986,-7.96E-07,0.0719994,-7.96E-07,0.0719994
-0.000199956,0.004,-0.000199956,-0.00400029,-7.96E-07,0.00399986,-7.96E-07,-0.0100001,-7.96E-07,0.00799986,-7.96E-07,0.0879994,-7.96E-07,-5.70E-07
-0.000199952,0,-0.000199952,-2.85E-07,-7.95E-07,0.00599986,-7.95E-07,-0.00800014,-7.95E-07,0.00399986,-7.95E-07,0.0399994,-7.95E-07,0.0559994
-0.000199948,-0.006,-0.000199948,-2.85E-07,-7.95E-07,0.0159999,-7.95E-07,-0.0100001,-7.95E-07,0.00999986,-7.95E-07,0.0559994,-7.95E-07,-0.0240006
-0.000199944,0,-0.000199944,-0.00800029,-7.94E-07,0.00599986,-7.94E-07,-0.0160001,-7.94E-07,-1.42E-07,-7.94E-07,0.127999,-7.94E-07,0.0479994
-0.00019994,-0.002,-0.00019994,0.00399972,-7.94E-07,0.00799986,-7.94E-07,-0.0100001,-7.94E-07,0.00399986,-7.94E-07,0.111999,-7.94E-07,-5.70E-07
-0.000199936,-0.006,-0.000199936,0.0159997,-7.94E-07,0.0159999,-7.94E-07,-0.0140001,-7.94E-07,0.00199986,-7.94E-07,0.0959994,-7.94E-07,0.0799994
