time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B,
-2.00E-07,0.0395,-2.00E-07,0.0900007,-8.00E-07,0.0400007,-8.00E-07,-0.0799993,-8.00E-07,0.0800007,-8.00E-07,0.280001,-8.00E-07,-0.0399987,0.05600088
-2.00E-07,0.023,-2.00E-07,0.0987507,-8.00E-07,0.180001,-8.00E-07,-0.0999993,-8.00E-07,0.220001,-8.00E-07,0.480001,-8.00E-07,-0.159999,0.12400094
-2.00E-07,0.0005,-2.00E-07,0.0962507,-7.99E-07,-0.0399993,-7.99E-07,-0.0599993,-7.99E-07,0.0400007,-7.99E-07,0.440001,-7.99E-07,-0.239999,0.02800082
-2.00E-07,-0.02,-2.00E-07,0.0800007,-7.99E-07,6.71E-07,-7.99E-07,0.0400007,-7.99E-07,0.0600007,-7.99E-07,0.560001,-7.99E-07,-0.199999,0.092000814
-2.00E-07,-0.03125,-2.00E-07,0.0550007,-7.98E-07,0.0400007,-7.98E-07,-0.0599993,-7.98E-07,0.0800007,-7.98E-07,0.360001,-7.98E-07,-0.319999,0.02000082
-2.00E-07,-0.031,-2.00E-07,0.0362507,-7.98E-07,0.0800007,-7.98E-07,6.71E-07,-7.98E-07,0.180001,-7.98E-07,0.280001,-7.98E-07,-0.239999,0.060000874
-1.99E-07,-0.0215,-1.99E-07,0.0362507,-7.98E-07,0.0800007,-7.98E-07,-0.0599993,-7.98E-07,6.71E-07,-7.98E-07,0.160001,-7.98E-07,-0.0799987,0.020000874
-1.99E-07,-0.008,-1.99E-07,0.0600007,-7.97E-07,0.0400007,-7.97E-07,-0.0199993,-7.97E-07,0.0200007,-7.97E-07,0.200001,-7.97E-07,-0.279999,-0.00799918
-1.99E-07,0.0035,-1.99E-07,0.101251,-7.97E-07,0.140001,-7.97E-07,0.0400007,-7.97E-07,0.180001,-7.97E-07,0.240001,-7.97E-07,-0.119999,0.09600094
-1.99E-07,0.00975,-1.99E-07,0.143751,-7.96E-07,-0.0399993,-7.96E-07,-0.0199993,-7.96E-07,0.120001,-7.96E-07,0.280001,-7.96E-07,-0.0799987,0.05200094
-1.99E-07,0.0105,-1.99E-07,0.166251,-7.96E-07,6.71E-07,-7.96E-07,-0.0799993,-7.96E-07,0.0400007,-7.96E-07,0.240001,-7.96E-07,-0.0399987,0.032000874
-1.99E-07,0.008,-1.99E-07,0.160001,-7.96E-07,-0.0599993,-7.96E-07,-0.0399993,-7.96E-07,0.0800007,-7.96E-07,0.480001,-7.96E-07,-0.119999,0.06800082
-1.99E-07,0.00475,-1.99E-07,0.125001,-7.95E-07,0.100001,-7.95E-07,-0.0799993,-7.95E-07,0.0200007,-7.95E-07,0.120001,-7.95E-07,-0.199999,-0.00799912
-1.99E-07,0.002,-1.99E-07,0.0762507,-7.95E-07,0.0400007,-7.95E-07,0.0400007,-7.95E-07,0.0400007,-7.95E-07,0.200001,-7.95E-07,-0.199999,0.02400082
-1.99E-07,-0.0005,-1.99E-07,0.0362507,-7.94E-07,0.0400007,-7.94E-07,-0.0599993,-7.94E-07,0.0200007,-7.94E-07,0.120001,-7.94E-07,-0.199999,-0.01599918
-1.99E-07,-0.004,-1.99E-07,0.0200007,-7.94E-07,0.0400007,-7.94E-07,-0.159999,-7.94E-07,0.0400007,-7.94E-07,0.240001,-7.94E-07,-0.119999,0.00800088
-1.98E-07,-0.00875,-1.98E-07,0.0325007,-7.94E-07,0.0800007,-7.94E-07,0.0200007,-7.94E-07,0.0600007,-7.94E-07,0.200001,-7.94E-07,-0.199999,0.03200082
-1.98E-07,-0.0135,-1.98E-07,0.0625007,-7.93E-07,0.0600007,-7.93E-07,-0.0599993,-7.93E-07,0.200001,-7.93E-07,0.120001,-7.93E-07,-0.199999,0.02400088
-1.98E-07,-0.0155,-1.98E-07,0.0912507,-7.93E-07,0.120001,-7.93E-07,-0.139999,-7.93E-07,0.0800007,-7.93E-07,0.0400013,-7.93E-07,-0.319999,-0.043999
-1.98E-07,-0.012,-1.98E-07,0.100001,-7.92E-07,0.0600007,-7.92E-07,-0.0399993,-7.92E-07,0.120001,-7.92E-07,0.320001,-7.92E-07,-0.319999,0.02800088
-1.98E-07,-0.00225,-1.98E-07,0.0837507,-7.92E-07,0.0200007,-7.92E-07,-0.0399993,-7.92E-07,0.0800007,-7.92E-07,0.240001,-7.92E-07,-0.159999,0.02800082
-1.98E-07,0.01125,-1.98E-07,0.0500007,-7.92E-07,0.0400007,-7.92E-07,0.0600007,-7.92E-07,0.160001,-7.92E-07,0.240001,-7.92E-07,-0.0399987,0.09200094
-1.98E-07,0.02425,-1.98E-07,0.0162507,-7.91E-07,0.0800007,-7.91E-07,-0.0999993,-7.91E-07,0.140001,-7.91E-07,0.400001,-7.91E-07,-0.359999,0.03200088
-1.98E-07,0.032,-1.98E-07,6.71E-07,-7.91E-07,0.0200007,-7.91E-07,6.71E-07,-7.91E-07,0.140001,-7.91E-07,0.360001,-7.91E-07,-0.199999,0.064000874
-1.98E-07,0.0315,-1.98E-07,0.0112507,-7.90E-07,0.0400007,-7.90E-07,-0.0799993,-7.90E-07,0.0200007,-7.90E-07,0.240001,-7.90E-07,-0.359999,-0.02799918
-1.98E-07,0.02325,-1.98E-07,0.0437507,-7.90E-07,0.100001,-7.90E-07,-0.0799993,-7.90E-07,0.160001,-7.90E-07,0.360001,-7.90E-07,-0.279999,0.05200094
-1.97E-07,0.011,-1.97E-07,0.0862507,-7.90E-07,0.0600007,-7.90E-07,-0.0199993,-7.90E-07,0.0400007,-7.90E-07,0.320001,-7.90E-07,-0.279999,0.02400082
-1.97E-07,0,-1.97E-07,0.120001,-7.89E-07,0.0600007,-7.89E-07,0.0200007,-7.89E-07,0.0400007,-7.89E-07,0.440001,-7.89E-07,-0.359999,0.04000082
-1.97E-07,-0.0055,-1.97E-07,0.136251,-7.89E-07,0.0800007,-7.89E-07,-0.0599993,-7.89E-07,0.0600007,-7.89E-07,0.200001,-7.89E-07,-0.159999,0.02400082
-1.97E-07,-0.0045,-1.97E-07,0.133751,-7.88E-07,0.180001,-7.88E-07,-0.0199993,-7.88E-07,0.100001,-7.88E-07,0.360001,-7.88E-07,-0.199999,0.08400094
-1.97E-07,0.00125,-1.97E-07,0.125001,-7.88E-07,0.0800007,-7.88E-07,-0.0599993,-7.88E-07,0.0200007,-7.88E-07,0.360001,-7.88E-07,-0.199999,0.04000082
-1.97E-07,0.008,-1.97E-07,0.120001,-7.88E-07,-0.0199993,-7.88E-07,-0.0799993,-7.88E-07,0.140001,-7.88E-07,0.280001,-7.88E-07,-0.319999,8.8E-07
-1.97E-07,0.0125,-1.97E-07,0.125001,-7.87E-07,6.71E-07,-7.87E-07,0.0200007,-7.87E-07,0.0600007,-7.87E-07,0.200001,-7.87E-07,-0.239999,0.008000814
-1.97E-07,0.013,-1.97E-07,0.136251,-7.87E-07,0.0800007,-7.87E-07,-0.0799993,-7.87E-07,0.120001,-7.87E-07,0.200001,-7.87E-07,-0.239999,0.01600088
-1.97E-07,0.01075,-1.97E-07,0.145001,-7.86E-07,0.100001,-7.86E-07,-0.119999,-7.86E-07,0.0400007,-7.86E-07,0.240001,-7.86E-07,-0.199999,0.01200094
