time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B,
-1.00E-06,0.008,-1.00E-06,0.00999986,-8.00E-07,0.0139999,-8.00E-07,-0.00400014,-8.00E-07,0.00399986,-8.00E-07,0.0139999,-8.00E-07,0.00999986,0.007599876
-9.98E-07,-0.016,-9.98E-07,-1.42E-07,-8.00E-07,0.00599986,-8.00E-07,-0.00400014,-8.00E-07,0.00599986,-8.00E-07,0.0139999,-8.00E-07,0.0159999,0.007599876
-9.96E-07,-0.004,-9.96E-07,0.00399986,-7.99E-07,0.00999986,-7.99E-07,-0.00600014,-7.99E-07,0.00399986,-7.99E-07,0.0179999,-7.99E-07,0.0179999,0.008799876
-9.94E-07,0.02,-9.94E-07,0.00999986,-7.99E-07,0.00399986,-7.99E-07,-0.00800014,-7.99E-07,0.0159999,-7.99E-07,0.0299999,-7.99E-07,0.00999986,0.010399876
-9.92E-07,-0.028,-9.92E-07,0.00599986,-7.98E-07,0.0219999,-7.98E-07,-0.00800014,-7.98E-07,-0.00200014,-7.98E-07,0.0159999,-7.98E-07,0.00799986,0.007199876
-9.90E-07,0.004,-9.90E-07,0.00399986,-7.98E-07,0.0119999,-7.98E-07,-0.0120001,-7.98E-07,0.00799986,-7.98E-07,0.00999986,-7.98E-07,-1.42E-07,0.003599876
-9.88E-07,0.004,-9.88E-07,-1.42E-07,-7.98E-07,0.0139999,-7.98E-07,-0.00400014,-7.98E-07,0.00399986,-7.98E-07,0.0159999,-7.98E-07,0.0179999,0.009599884
-9.86E-07,-0.012,-9.86E-07,-0.00200014,-7.97E-07,0.0199999,-7.97E-07,-0.0120001,-7.97E-07,0.0159999,-7.97E-07,0.0179999,-7.97E-07,0.0139999,0.0111999
-9.84E-07,-0.04,-9.84E-07,-0.00800014,-7.97E-07,0.0199999,-7.97E-07,-0.00400014,-7.97E-07,0.00599986,-7.97E-07,0.0159999,-7.97E-07,0.0119999,0.009999884
-9.82E-07,-0.004,-9.82E-07,0.0139999,-7.96E-07,0.00999986,-7.96E-07,-1.42E-07,-7.96E-07,0.00799986,-7.96E-07,0.00999986,-7.96E-07,0.00999986,0.00759986
-9.80E-07,0,-9.80E-07,0.00399986,-7.96E-07,0.0159999,-7.96E-07,-0.0120001,-7.96E-07,0.00799986,-7.96E-07,0.00999986,-7.96E-07,0.0179999,0.007999884
-9.78E-07,-0.02,-9.78E-07,0.00399986,-7.96E-07,0.00999986,-7.96E-07,-0.00200014,-7.96E-07,0.0119999,-7.96E-07,0.0139999,-7.96E-07,0.0159999,0.009999884
-9.76E-07,0.02,-9.76E-07,-0.0100001,-7.95E-07,0.0199999,-7.95E-07,-0.0140001,-7.95E-07,0.00799986,-7.95E-07,0.0119999,-7.95E-07,0.0119999,0.007599892
-9.74E-07,0.04,-9.74E-07,0.00999986,-7.95E-07,0.0119999,-7.95E-07,-0.00200014,-7.95E-07,-1.42E-07,-7.95E-07,0.0119999,-7.95E-07,0.0259999,0.009599884
-9.72E-07,-0.02,-9.72E-07,-0.00400014,-7.94E-07,-1.42E-07,-7.94E-07,-0.0140001,-7.94E-07,-0.00200014,-7.94E-07,-1.42E-07,-7.94E-07,0.0199999,0.000799875
-9.70E-07,0,-9.70E-07,0.00999986,-7.94E-07,0.0119999,-7.94E-07,-0.0140001,-7.94E-07,0.0199999,-7.94E-07,-1.42E-07,-7.94E-07,0.0139999,0.006399892
-9.68E-07,-0.012,-9.68E-07,0.00399986,-7.94E-07,0.00799986,-7.94E-07,-0.0100001,-7.94E-07,-0.00600014,-7.94E-07,0.0179999,-7.94E-07,0.0179999,0.005599884
-9.66E-07,0.024,-9.66E-07,0.00999986,-7.93E-07,0.0139999,-7.93E-07,0.00199986,-7.93E-07,0.00399986,-7.93E-07,0.0239999,-7.93E-07,0.00599986,0.009999876
-9.64E-07,0.012,-9.64E-07,-0.00200014,-7.93E-07,0.0119999,-7.93E-07,-0.0120001,-7.93E-07,0.00199986,-7.93E-07,0.0139999,-7.93E-07,0.0259999,0.008399892
-9.62E-07,0.044,-9.62E-07,0.00599986,-7.92E-07,0.0199999,-7.92E-07,-0.00600014,-7.92E-07,0.00999986,-7.92E-07,0.0139999,-7.92E-07,0.0179999,0.011199884
-9.60E-07,0.004,-9.60E-07,0.00599986,-7.92E-07,0.00799986,-7.92E-07,-0.00600014,-7.92E-07,-1.42E-07,-7.92E-07,0.00999986,-7.92E-07,0.00399986,0.00319986
-9.58E-07,-0.008,-9.58E-07,0.00999986,-7.92E-07,0.00999986,-7.92E-07,-0.00800014,-7.92E-07,-1.42E-07,-7.92E-07,0.0119999,-7.92E-07,0.00199986,0.003199868
