time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B
-0.0005,-0.002,-0.0005,-0.00400014,-8.00E-07,0.00799986,-8.00E-07,-0.0200001,-8.00E-07,-1.42E-07,-8.00E-07,0.0479994,-8.00E-07,0.0399994
-0.00049999,-0.004,-0.00049999,0.0119999,-8.00E-07,0.00599986,-8.00E-07,-0.0200001,-8.00E-07,0.00399986,-8.00E-07,0.0479994,-8.00E-07,-0.0640006
-0.00049998,0.006,-0.00049998,0.00399986,-7.99E-07,0.00199986,-7.99E-07,-0.00800014,-7.99E-07,0.00799986,-7.99E-07,0.0479994,-7.99E-07,0.0239994
-0.00049997,0.01,-0.00049997,0.00999986,-7.99E-07,0.0139999,-7.99E-07,-0.00600014,-7.99E-07,-0.00200014,-7.99E-07,0.0319994,-7.99E-07,0.0159994
-0.00049996,-0.006,-0.00049996,-1.42E-07,-7.98E-07,0.0139999,-7.98E-07,-0.0160001,-7.98E-07,-0.00600014,-7.98E-07,0.0559994,-7.98E-07,-0.0240006
-0.00049995,0.008,-0.00049995,0.00799986,-7.98E-07,0.0179999,-7.98E-07,-0.0140001,-7.98E-07,0.00799986,-7.98E-07,0.0319994,-7.98E-07,-0.0240006
-0.00049994,-0.002,-0.00049994,0.00399986,-7.98E-07,-0.00600014,-7.98E-07,-0.0120001,-7.98E-07,-0.00200014,-7.98E-07,0.0479994,-7.98E-07,-0.0480006
-0.00049993,0,-0.00049993,0.00999986,-7.97E-07,0.00399986,-7.97E-07,-0.00200014,-7.97E-07,-1.42E-07,-7.97E-07,0.0319994,-7.97E-07,0.0239994
-0.00049992,-0.004,-0.00049992,-0.00400014,-7.97E-07,0.00799986,-7.97E-07,-0.0200001,-7.97E-07,0.00599986,-7.97E-07,-5.70E-07,-7.97E-07,0.0159994
-0.00049991,0.01,-0.00049991,0.00999986,-7.96E-07,0.00599986,-7.96E-07,-0.0120001,-7.96E-07,0.0119999,-7.96E-07,0.0399994,-7.96E-07,0.00799943
-0.0004999,-0.006,-0.0004999,0.0119999,-7.96E-07,0.00999986,-7.96E-07,-0.0120001,-7.96E-07,-0.00200014,-7.96E-07,0.0639994,-7.96E-07,0.00799943
-0.00049989,0,-0.00049989,0.00399986,-7.96E-07,0.00799986,-7.96E-07,-0.0100001,-7.96E-07,-0.00200014,-7.96E-07,0.0479994,-7.96E-07,0.0239994
-0.00049988,0.002,-0.00049988,0.00199986,-7.95E-07,0.0119999,-7.95E-07,-0.0180001,-7.95E-07,-0.00600014,-7.95E-07,0.0479994,-7.95E-07,-0.0640006
-0.00049987,-0.008,-0.00049987,0.00599986,-7.95E-07,0.0179999,-7.95E-07,-0.00600014,-7.95E-07,0.0119999,-7.95E-07,0.0159994,-7.95E-07,-0.0320006
-0.00049986,-0.004,-0.00049986,-1.42E-07,-7.94E-07,-1.42E-07,-7.94E-07,-0.00600014,-7.94E-07,0.00399986,-7.94E-07,0.0319994,-7.94E-07,0.00799943
-0.00049985,-0.004,-0.00049985,0.0159999,-7.94E-07,0.0119999,-7.94E-07,-0.0120001,-7.94E-07,-0.00600014,-7.94E-07,-5.70E-07,-7.94E-07,-0.0400006
-0.00049984,0.004,-0.00049984,-1.42E-07,-7.94E-07,0.00799986,-7.94E-07,-0.0100001,-7.94E-07,-1.42E-07,-7.94E-07,0.0639994,-7.94E-07,-0.0640006
-0.00049983,0.004,-0.00049983,0.00799986,-7.93E-07,0.00399986,-7.93E-07,-0.0160001,-7.93E-07,-1.42E-07,-7.93E-07,0.0239994,-7.93E-07,0.00799943
-0.00049982,0,-0.00049982,-1.42E-07,-7.93E-07,0.00599986,-7.93E-07,-0.00400014,-7.93E-07,0.00199986,-7.93E-07,0.0399994,-7.93E-07,-0.0480006
-0.00049981,0.004,-0.00049981,0.0119999,-7.92E-07,0.0179999,-7.92E-07,-0.0140001,-7.92E-07,-0.00200014,-7.92E-07,0.0319994,-7.92E-07,0.0639994
-0.0004998,0.002,-0.0004998,-0.00400014,-7.92E-07,0.00999986,-7.92E-07,-0.0140001,-7.92E-07,0.00399986,-7.92E-07,0.0479994,-7.92E-07,-5.70E-07
-0.00049979,0,-0.00049979,0.00799986,-7.92E-07,0.0139999,-7.92E-07,-0.0120001,-7.92E-07,0.0139999,-7.92E-07,0.0559994,-7.92E-07,0.00799943
-0.00049978,-0.006,-0.00049978,-0.00400014,-7.91E-07,0.0119999,-7.91E-07,-0.0140001,-7.91E-07,-0.0120001,-7.91E-07,0.103999,-7.91E-07,0.0159994
-0.00049977,-0.002,-0.00049977,-1.42E-07,-7.91E-07,0.00799986,-7.91E-07,-0.0180001,-7.91E-07,-0.00400014,-7.91E-07,0.0399994,-7.91E-07,-0.0400006
-0.00049976,-0.006,-0.00049976,-0.00800014,-7.90E-07,0.0139999,-7.90E-07,-0.00600014,-7.90E-07,-0.00400014,-7.90E-07,0.0639994,-7.90E-07,-0.0320006
-0.00049975,-0.012,-0.00049975,0.0199999,-7.90E-07,0.0139999,-7.90E-07,0.00399986,-7.90E-07,-1.42E-07,-7.90E-07,0.00799943,-7.90E-07,-0.00800057
-0.00049974,0.008,-0.00049974,0.00399986,-7.90E-07,0.00799986,-7.90E-07,-0.0140001,-7.90E-07,-0.00400014,-7.90E-07,0.0479994,-7.90E-07,-0.0400006
-0.00049973,0.01,-0.00049973,0.00799986,-7.89E-07,0.00999986,-7.89E-07,-0.00200014,-7.89E-07,-0.00600014,-7.89E-07,0.0559994,-7.89E-07,0.0799994
-0.00049972,-0.004,-0.00049972,0.00199986,-7.89E-07,0.00599986,-7.89E-07,-0.00800014,-7.89E-07,-1.42E-07,-7.89E-07,-0.00800057,-7.89E-07,0.0159994
