time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B,
-1.00E-06,-0.004,-1.00E-06,-0.00159992,-8.00E-07,-0.00239992,-8.00E-07,-0.0103999,-8.00E-07,0.00640008,-8.00E-07,0.0139999,-8.00E-07,0.0219999,0.005920012
-1.00E-06,-0.008,-1.00E-06,0.000800078,-8.00E-07,-0.00959992,-8.00E-07,-0.00559992,-8.00E-07,0.00320008,-8.00E-07,0.0179999,-8.00E-07,0.0219999,0.005600008
-9.99E-07,0.02,-9.99E-07,0.00240008,-7.99E-07,0.00160008,-7.99E-07,-0.0111999,-7.99E-07,0.0104001,-7.99E-07,0.00999986,-7.99E-07,0.0119999,0.004560008
-9.98E-07,0.012,-9.98E-07,0.00480008,-7.99E-07,-0.00639992,-7.99E-07,-0.0135999,-7.99E-07,0.0112001,-7.99E-07,0.0199999,-7.99E-07,0.0219999,0.006640016
-9.97E-07,0.008,-9.97E-07,-0.00559992,-7.98E-07,0.00240008,-7.98E-07,-0.0135999,-7.98E-07,0.0152001,-7.98E-07,0.0179999,-7.98E-07,0.0259999,0.009600016
-9.96E-07,0,-9.96E-07,0.00320008,-7.98E-07,-0.00719992,-7.98E-07,-0.0151999,-7.98E-07,0.0104001,-7.98E-07,0.0139999,-7.98E-07,0.0219999,0.004800016
-9.96E-07,-0.024,-9.96E-07,0.00160008,-7.98E-07,-0.00479992,-7.98E-07,-0.00239992,-7.98E-07,0.0112001,-7.98E-07,0.00999986,-7.98E-07,0.0199999,0.006800004
-9.95E-07,0.012,-9.95E-07,0.00480008,-7.97E-07,7.80E-08,-7.97E-07,-0.0143999,-7.97E-07,0.0144001,-7.97E-07,0.0119999,-7.97E-07,0.0239999,0.007200016
-9.94E-07,-0.008,-9.94E-07,0.00240008,-7.97E-07,-0.00559992,-7.97E-07,-0.00479992,-7.97E-07,0.0120001,-7.97E-07,0.0179999,-7.97E-07,0.0279999,0.009520012
-9.93E-07,-0.012,-9.93E-07,0.00480008,-7.96E-07,0.000800078,-7.96E-07,-0.0159999,-7.96E-07,0.00800008,-7.96E-07,0.0139999,-7.96E-07,0.0279999,0.006960012
-9.92E-07,-0.008,-9.92E-07,0.00480008,-7.96E-07,-0.00399992,-7.96E-07,-0.00399992,-7.96E-07,0.00480008,-7.96E-07,0.0119999,-7.96E-07,0.0259999,0.006960008
-9.92E-07,0,-9.92E-07,-0.00159992,-7.96E-07,-0.00479992,-7.96E-07,-0.00879992,-7.96E-07,0.0104001,-7.96E-07,0.0159999,-7.96E-07,0.0199999,0.006560012
-9.91E-07,-0.008,-9.91E-07,-0.00239992,-7.95E-07,0.00640008,-7.95E-07,-0.0119999,-7.95E-07,0.00800008,-7.95E-07,0.0139999,-7.95E-07,0.0279999,0.008880012
-9.90E-07,-0.004,-9.90E-07,0.000800078,-7.95E-07,-0.000799922,-7.95E-07,-0.00479992,-7.95E-07,0.0136001,-7.95E-07,0.0199999,-7.95E-07,0.0199999,0.009600012
-9.89E-07,0.008,-9.89E-07,-0.00399992,-7.94E-07,-0.000799922,-7.94E-07,-0.0127999,-7.94E-07,0.0136001,-7.94E-07,0.00799986,-7.94E-07,0.0179999,0.005200008
-9.88E-07,0.008,-9.88E-07,0.000800078,-7.94E-07,-0.00879992,-7.94E-07,-0.0111999,-7.94E-07,0.00960008,-7.94E-07,0.00999986,-7.94E-07,0.0219999,0.004320004
-9.88E-07,0,-9.88E-07,-0.00399992,-7.94E-07,-0.00879992,-7.94E-07,-0.00479992,-7.94E-07,0.0136001,-7.94E-07,0.0119999,-7.94E-07,0.0259999,0.007600012
-9.87E-07,0,-9.87E-07,0.00400008,-7.93E-07,-0.00399992,-7.93E-07,-0.00639992,-7.93E-07,0.00640008,-7.93E-07,0.0159999,-7.93E-07,0.00999986,0.0044
-9.86E-07,0.012,-9.86E-07,-0.00239992,-7.93E-07,7.80E-08,-7.93E-07,-0.0127999,-7.93E-07,0.00400008,-7.93E-07,0.0119999,-7.93E-07,0.0199999,0.004640012
-9.85E-07,0.004,-9.85E-07,-0.00159992,-7.92E-07,-0.00159992,-7.92E-07,-0.00479992,-7.92E-07,0.0120001,-7.92E-07,0.0199999,-7.92E-07,0.0219999,0.009520012
-9.84E-07,-0.004,-9.84E-07,0.000800078,-7.92E-07,0.00160008,-7.92E-07,-0.0159999,-7.92E-07,0.0160001,-7.92E-07,0.0179999,-7.92E-07,0.0239999,0.008720016
-9.84E-07,0.008,-9.84E-07,0.00880008,-7.92E-07,0.000800078,-7.92E-07,-0.000799922,-7.92E-07,0.0120001,-7.92E-07,0.0199999,-7.92E-07,0.0139999,0.009200011
-9.83E-07,-0.012,-9.83E-07,0.000800078,-7.91E-07,0.000800078,-7.91E-07,-0.00959992,-7.91E-07,0.0192001,-7.91E-07,0.0159999,-7.91E-07,0.0159999,0.008480012
-9.82E-07,-0.008,-9.82E-07,0.00160008,-7.91E-07,-0.00399992,-7.91E-07,-0.0111999,-7.91E-07,0.0152001,-7.91E-07,0.0139999,-7.91E-07,0.0279999,0.008400016
-9.81E-07,-0.004,-9.81E-07,-0.00559992,-7.90E-07,0.00160008,-7.90E-07,-0.00879992,-7.90E-07,0.00960008,-7.90E-07,0.0219999,-7.90E-07,0.0279999,0.010480008
-9.80E-07,0.02,-9.80E-07,-0.00239992,-7.90E-07,7.80E-08,-7.90E-07,-0.00799992,-7.90E-07,0.00800008,-7.90E-07,0.0179999,-7.90E-07,0.0119999,0.006000008
-9.80E-07,0.024,-9.80E-07,-0.000799922,-7.90E-07,-0.00239992,-7.90E-07,-0.00879992,-7.90E-07,0.0120001,-7.90E-07,0.0199999,-7.90E-07,0.0259999,0.009360012
-9.79E-07,0.02,-9.79E-07,0.00800008,-7.89E-07,7.80E-08,-7.89E-07,-0.00879992,-7.89E-07,0.00720008,-7.89E-07,0.0219999,-7.89E-07,0.0239999,0.008880008
-9.78E-07,0,-9.78E-07,-0.00239992,-7.89E-07,0.00160008,-7.89E-07,-0.0135999,-7.89E-07,0.0120001,-7.89E-07,0.00799986,-7.89E-07,0.0239999,0.006400008
-9.77E-07,0.004,-9.77E-07,0.00480008,-7.88E-07,7.80E-08,-7.88E-07,-0.0111999,-7.88E-07,0.00240008,-7.88E-07,0.0179999,-7.88E-07,0.0259999,0.007040012
-9.76E-07,0.004,-9.76E-07,0.000800078,-7.88E-07,0.000800078,-7.88E-07,-0.00239992,-7.88E-07,0.0120001,-7.88E-07,0.0159999,-7.88E-07,0.0179999,0.008880012
