time1,Diode,time2,PCD3_B
-2.75e-06,-0.004,-2.75e-06,4.99760008
-2.75e-06,0.016,-2.75e-06,4.99680008
-2.74e-06,0.02,-2.74e-06,4.99520008
-2.74e-06,-0.004,-2.74e-06,4.99760008
-2.74e-06,0.0,-2.74e-06,4.99600008
-2.74e-06,0.012,-2.74e-06,4.99520008
-2.74e-06,0.004,-2.74e-06,5.00160008
-2.74e-06,-0.004,-2.74e-06,4.99680008
-2.74e-06,-0.008,-2.74e-06,5.00320008
-2.74e-06,0.0,-2.74e-06,5.00640008
-2.74e-06,0.0,-2.74e-06,5.000000078
-2.74e-06,0.004,-2.74e-06,4.99600008
-2.74e-06,-0.016,-2.74e-06,4.99760008
-2.74e-06,0.008,-2.74e-06,5.000800078
-2.73e-06,-0.012,-2.73e-06,4.99840008
-2.73e-06,0.0,-2.73e-06,4.99200008
-2.73e-06,0.004,-2.73e-06,5.000000078
-2.73e-06,-0.008,-2.73e-06,4.99520008
-2.73e-06,0.004,-2.73e-06,5.00560008
-2.73e-06,0.004,-2.73e-06,5.00960008
-2.73e-06,-0.004,-2.73e-06,4.99520008
-2.73e-06,-0.012,-2.73e-06,4.99600008
-2.73e-06,0.004,-2.73e-06,5.00160008
-2.73e-06,-0.004,-2.73e-06,5.00160008
-2.73e-06,0.004,-2.73e-06,4.99360008
-2.73e-06,0.0,-2.73e-06,5.000800078
-2.73e-06,0.0,-2.73e-06,5.000800078
-2.72e-06,0.008,-2.72e-06,4.99840008
-2.72e-06,-0.004,-2.72e-06,4.99760008
-2.72e-06,0.008,-2.72e-06,4.999200078
-2.72e-06,0.0,-2.72e-06,4.99760008
-2.72e-06,0.012,-2.72e-06,4.99840008
-2.72e-06,-0.004,-2.72e-06,4.99600008
-2.72e-06,0.004,-2.72e-06,4.99760008
-2.72e-06,0.008,-2.72e-06,5.00400008
-2.72e-06,-0.004,-2.72e-06,4.99680008
-2.72e-06,0.008,-2.72e-06,4.999200078
-2.72e-06,0.0,-2.72e-06,5.00240008
-2.72e-06,-0.008,-2.72e-06,5.000000078
-2.71e-06,-0.004,-2.71e-06,4.99840008
-2.71e-06,0.012,-2.71e-06,4.99840008
-2.71e-06,0.02,-2.71e-06,4.99760008
-2.71e-06,0.008,-2.71e-06,4.99600008
-2.71e-06,0.004,-2.71e-06,4.99680008
-2.71e-06,-0.008,-2.71e-06,4.99600008
-2.71e-06,0.008,-2.71e-06,5.00400008
-2.71e-06,-0.012,-2.71e-06,4.999200078
-2.71e-06,-0.004,-2.71e-06,4.99840008
-2.71e-06,0.008,-2.71e-06,4.99600008
-2.71e-06,0.004,-2.71e-06,4.99840008
-2.71e-06,0.004,-2.71e-06,5.00240008
-2.71e-06,0.004,-2.71e-06,4.99520008
-2.7e-06,0.004,-2.7e-06,5.000800078
-2.7e-06,0.012,-2.7e-06,5.00160008
-2.7e-06,0.016,-2.7e-06,5.00400008
-2.7e-06,-0.004,-2.7e-06,4.999200078
-2.7e-06,0.012,-2.7e-06,4.99680008
-2.7e-06,0.028,-2.7e-06,5.000000078
-2.7e-06,0.004,-2.7e-06,4.99600008
-2.7e-06,-0.012,-2.7e-06,5.00720008
-2.7e-06,0.004,-2.7e-06,5.00480008
-2.7e-06,0.004,-2.7e-06,4.99760008
-2.7e-06,-0.004,-2.7e-06,5.00320008
-2.7e-06,0.0,-2.7e-06,5.00560008
-2.69e-06,0.008,-2.69e-06,4.99280008
-2.69e-06,0.004,-2.69e-06,4.99680008
-2.69e-06,0.008,-2.69e-06,5.00400008
-2.69e-06,0.008,-2.69e-06,5.00320008
-2.69e-06,0.004,-2.69e-06,5.00720008
-2.69e-06,-0.012,-2.69e-06,5.000800078
-2.69e-06,0.012,-2.69e-06,4.99440008
-2.69e-06,0.016,-2.69e-06,5.000800078
-2.69e-06,-0.012,-2.69e-06,4.99680008
-2.69e-06,0.004,-2.69e-06,4.9888001
-2.69e-06,-0.012,-2.69e-06,5.000800078
-2.69e-06,0.004,-2.69e-06,4.99600008
-2.69e-06,0.008,-2.69e-06,4.99840008
-2.68e-06,0.0,-2.68e-06,5.000000078
-2.68e-06,0.012,-2.68e-06,5.00480008
-2.68e-06,-0.004,-2.68e-06,4.99600008
-2.68e-06,-0.012,-2.68e-06,4.999200078
-2.68e-06,0.0,-2.68e-06,4.99360008
-2.68e-06,0.004,-2.68e-06,4.99440008
-2.68e-06,0.004,-2.68e-06,4.99760008
-2.68e-06,0.024,-2.68e-06,4.99600008
-2.68e-06,0.004,-2.68e-06,4.99440008
-2.68e-06,0.0,-2.68e-06,4.99760008
-2.68e-06,0.0,-2.68e-06,4.99600008
-2.68e-06,0.0,-2.68e-06,5.00240008
-2.67e-06,-0.004,-2.67e-06,5.000800078
-2.67e-06,0.0,-2.67e-06,5.00240008
-2.67e-06,-0.008,-2.67e-06,5.000800078
-2.67e-06,-0.012,-2.67e-06,4.99760008
-2.67e-06,0.0,-2.67e-06,5.00720008
-2.67e-06,-0.008,-2.67e-06,5.00240008
-2.67e-06,0.004,-2.67e-06,5.00240008
-2.67e-06,0.008,-2.67e-06,5.00400008
-2.67e-06,-0.012,-2.67e-06,4.99440008
-2.67e-06,0.0,-2.67e-06,4.99760008
-2.67e-06,-0.004,-2.67e-06,4.99840008
-2.67e-06,0.008,-2.67e-06,4.99840008
-2.67e-06,0.008,-2.67e-06,4.99520008
-2.66e-06,0.0,-2.66e-06,4.99680008
-2.66e-06,0.004,-2.66e-06,5.00160008
-2.66e-06,0.012,-2.66e-06,4.99600008
-2.66e-06,0.0,-2.66e-06,4.99120008
-2.66e-06,0.02,-2.66e-06,5.00160008
-2.66e-06,0.016,-2.66e-06,4.99520008
-2.66e-06,0.012,-2.66e-06,4.99440008
-2.66e-06,0.0,-2.66e-06,4.99600008
-2.66e-06,-0.004,-2.66e-06,5.00400008
-2.66e-06,-0.008,-2.66e-06,4.99840008
-2.66e-06,-0.008,-2.66e-06,5.00240008
-2.66e-06,-0.004,-2.66e-06,4.99520008
-2.65e-06,0.0,-2.65e-06,5.00240008
-2.65e-06,-0.004,-2.65e-06,4.99600008
-2.65e-06,0.0,-2.65e-06,5.000800078
-2.65e-06,0.008,-2.65e-06,4.99680008
-2.65e-06,0.008,-2.65e-06,5.00240008
-2.65e-06,-0.008,-2.65e-06,4.99840008
-2.65e-06,0.004,-2.65e-06,5.00240008
-2.65e-06,-0.008,-2.65e-06,5.00880008
-2.65e-06,0.004,-2.65e-06,5.00400008
-2.65e-06,0.012,-2.65e-06,5.000800078
-2.65e-06,0.02,-2.65e-06,5.000800078
-2.65e-06,-0.008,-2.65e-06,4.99520008
-2.65e-06,0.004,-2.65e-06,4.99520008
-2.64e-06,0.012,-2.64e-06,4.99200008
-2.64e-06,0.004,-2.64e-06,5.00320008
-2.64e-06,-0.004,-2.64e-06,5.00400008
-2.64e-06,-0.008,-2.64e-06,5.00240008
-2.64e-06,-0.008,-2.64e-06,4.999200078
-2.64e-06,0.0,-2.64e-06,5.00400008
-2.64e-06,-0.004,-2.64e-06,4.99520008
-2.64e-06,0.0,-2.64e-06,5.00160008
-2.64e-06,-0.004,-2.64e-06,5.000000078
-2.64e-06,0.0,-2.64e-06,4.99840008
-2.64e-06,0.008,-2.64e-06,4.99840008
-2.64e-06,0.012,-2.64e-06,5.00240008
-2.63e-06,-0.012,-2.63e-06,4.99680008
-2.63e-06,-0.008,-2.63e-06,4.99280008
-2.63e-06,0.008,-2.63e-06,4.99440008
-2.63e-06,0.004,-2.63e-06,4.99840008
-2.63e-06,0.004,-2.63e-06,4.99840008
-2.63e-06,-0.008,-2.63e-06,4.99680008
-2.63e-06,-0.004,-2.63e-06,4.999200078
-2.63e-06,0.02,-2.63e-06,4.99680008
-2.63e-06,0.008,-2.63e-06,4.999200078
-2.63e-06,0.0,-2.63e-06,4.99600008
-2.63e-06,0.012,-2.63e-06,5.000000078
-2.63e-06,0.0,-2.63e-06,5.00160008
-2.63e-06,0.008,-2.63e-06,4.99760008
-2.62e-06,0.004,-2.62e-06,5.00320008
-2.62e-06,0.012,-2.62e-06,4.999200078
-2.62e-06,0.004,-2.62e-06,4.99520008
-2.62e-06,0.004,-2.62e-06,4.99840008
-2.62e-06,-0.004,-2.62e-06,5.00640008
-2.62e-06,0.004,-2.62e-06,4.99680008
-2.62e-06,0.008,-2.62e-06,4.99680008
-2.62e-06,-0.008,-2.62e-06,4.999200078
-2.62e-06,0.012,-2.62e-06,4.99840008
-2.62e-06,-0.004,-2.62e-06,4.999200078
-2.62e-06,0.012,-2.62e-06,4.99840008
-2.62e-06,0.008,-2.62e-06,5.000800078
-2.61e-06,-0.004,-2.61e-06,5.00320008
-2.61e-06,0.008,-2.61e-06,4.99760008
-2.61e-06,0.004,-2.61e-06,5.00240008
-2.61e-06,0.008,-2.61e-06,5.00160008
-2.61e-06,-0.012,-2.61e-06,4.99760008
-2.61e-06,-0.004,-2.61e-06,4.99760008
-2.61e-06,0.004,-2.61e-06,5.00240008
-2.61e-06,0.004,-2.61e-06,4.99760008
-2.61e-06,0.004,-2.61e-06,4.99760008
-2.61e-06,0.008,-2.61e-06,4.99680008
-2.61e-06,0.0,-2.61e-06,4.99600008
-2.61e-06,0.016,-2.61e-06,5.000000078
-2.61e-06,-0.012,-2.61e-06,5.000000078
-2.6e-06,0.004,-2.6e-06,5.00320008
-2.6e-06,-0.004,-2.6e-06,5.000800078
-2.6e-06,0.004,-2.6e-06,4.99680008
-2.6e-06,0.004,-2.6e-06,4.99520008
-2.6e-06,-0.008,-2.6e-06,5.00320008
-2.6e-06,0.008,-2.6e-06,4.99840008
-2.6e-06,-0.004,-2.6e-06,4.99680008
-2.6e-06,-0.008,-2.6e-06,4.99680008
-2.6e-06,0.0,-2.6e-06,4.99600008
-2.6e-06,0.012,-2.6e-06,4.999200078
-2.6e-06,0.0,-2.6e-06,5.000800078
-2.6e-06,0.008,-2.6e-06,5.00240008
-2.59e-06,-0.004,-2.59e-06,5.000800078
-2.59e-06,0.012,-2.59e-06,5.00320008
-2.59e-06,0.004,-2.59e-06,4.99520008
-2.59e-06,0.008,-2.59e-06,5.000800078
-2.59e-06,-0.008,-2.59e-06,4.99360008
-2.59e-06,0.008,-2.59e-06,4.99840008
-2.59e-06,-0.004,-2.59e-06,5.000000078
-2.59e-06,0.012,-2.59e-06,4.99760008
-2.59e-06,0.0,-2.59e-06,4.99280008
-2.59e-06,-0.004,-2.59e-06,4.99840008
-2.59e-06,0.004,-2.59e-06,5.000000078
-2.59e-06,0.0,-2.59e-06,5.00560008
-2.59e-06,0.0,-2.59e-06,5.00240008
-2.58e-06,0.0,-2.58e-06,4.999200078
-2.58e-06,0.008,-2.58e-06,5.00160008
-2.58e-06,0.004,-2.58e-06,4.99680008
-2.58e-06,0.0,-2.58e-06,4.99760008
-2.58e-06,0.004,-2.58e-06,5.00640008
-2.58e-06,0.012,-2.58e-06,5.00400008
-2.58e-06,0.02,-2.58e-06,5.00640008
-2.58e-06,0.024,-2.58e-06,5.00240008
-2.58e-06,-0.02,-2.58e-06,5.00240008
-2.58e-06,0.0,-2.58e-06,4.99440008
-2.58e-06,-0.008,-2.58e-06,5.00160008
-2.58e-06,0.0,-2.58e-06,5.000800078
-2.57e-06,0.004,-2.57e-06,4.99680008
-2.57e-06,0.008,-2.57e-06,5.00640008
-2.57e-06,0.0,-2.57e-06,4.99840008
-2.57e-06,0.036,-2.57e-06,4.99520008
-2.57e-06,0.0,-2.57e-06,5.000800078
-2.57e-06,0.0,-2.57e-06,4.99840008
-2.57e-06,-0.012,-2.57e-06,5.00240008
-2.57e-06,0.016,-2.57e-06,4.99600008
-2.57e-06,-0.004,-2.57e-06,4.99600008
-2.57e-06,0.012,-2.57e-06,4.99040008
-2.57e-06,0.004,-2.57e-06,4.99440008
-2.57e-06,0.008,-2.57e-06,5.000000078
-2.57e-06,0.004,-2.57e-06,4.999200078
-2.56e-06,0.02,-2.56e-06,4.99600008
-2.56e-06,0.012,-2.56e-06,5.000800078
-2.56e-06,0.008,-2.56e-06,4.99520008
-2.56e-06,0.004,-2.56e-06,4.99360008
-2.56e-06,0.008,-2.56e-06,5.000000078
-2.56e-06,-0.012,-2.56e-06,4.99520008
-2.56e-06,0.004,-2.56e-06,4.99760008
-2.56e-06,0.0,-2.56e-06,4.999200078
-2.56e-06,0.012,-2.56e-06,4.99760008
-2.56e-06,-0.012,-2.56e-06,5.00640008
-2.56e-06,-0.008,-2.56e-06,4.99840008
-2.56e-06,0.004,-2.56e-06,5.00240008
-2.55e-06,0.004,-2.55e-06,5.00240008
-2.55e-06,-0.008,-2.55e-06,4.99760008
-2.55e-06,-0.012,-2.55e-06,4.99680008
-2.55e-06,0.0,-2.55e-06,4.99680008
-2.55e-06,0.008,-2.55e-06,4.99840008
-2.55e-06,-0.008,-2.55e-06,5.000000078
-2.55e-06,0.004,-2.55e-06,4.99760008
-2.55e-06,-0.02,-2.55e-06,5.000800078
-2.55e-06,0.008,-2.55e-06,5.00320008
-2.55e-06,0.0,-2.55e-06,5.00320008
-2.55e-06,0.0,-2.55e-06,5.000000078
-2.55e-06,0.008,-2.55e-06,4.999200078
-2.55e-06,0.008,-2.55e-06,4.99680008
-2.54e-06,-0.004,-2.54e-06,4.99600008
-2.54e-06,0.0,-2.54e-06,4.99600008
-2.54e-06,0.008,-2.54e-06,4.99840008
-2.54e-06,0.008,-2.54e-06,5.00320008
-2.54e-06,-0.008,-2.54e-06,5.00240008
-2.54e-06,0.004,-2.54e-06,4.99680008
-2.54e-06,0.008,-2.54e-06,5.00480008
-2.54e-06,-0.004,-2.54e-06,4.99680008
-2.54e-06,-0.004,-2.54e-06,4.99760008
-2.54e-06,-0.004,-2.54e-06,4.99440008
-2.54e-06,-0.004,-2.54e-06,4.99360008
-2.54e-06,0.0,-2.54e-06,4.99760008
-2.53e-06,0.008,-2.53e-06,4.99680008
-2.53e-06,-0.004,-2.53e-06,5.000000078
-2.53e-06,-0.004,-2.53e-06,5.000800078
-2.53e-06,0.008,-2.53e-06,4.99760008
-2.53e-06,-0.008,-2.53e-06,4.99360008
-2.53e-06,-0.004,-2.53e-06,4.99200008
-2.53e-06,0.012,-2.53e-06,4.99520008
-2.53e-06,0.0,-2.53e-06,4.99600008
-2.53e-06,0.012,-2.53e-06,4.99840008
-2.53e-06,-0.024,-2.53e-06,5.00240008
-2.53e-06,0.0,-2.53e-06,4.99600008
-2.53e-06,0.0,-2.53e-06,4.99520008
-2.53e-06,0.02,-2.53e-06,4.99680008
-2.52e-06,0.024,-2.52e-06,5.00240008
-2.52e-06,0.0,-2.52e-06,4.999200078
-2.52e-06,-0.004,-2.52e-06,4.99760008
-2.52e-06,-0.012,-2.52e-06,5.000000078
-2.52e-06,0.008,-2.52e-06,4.99200008
-2.52e-06,0.0,-2.52e-06,4.99520008
-2.52e-06,0.024,-2.52e-06,5.00160008
-2.52e-06,0.0,-2.52e-06,4.99600008
-2.52e-06,-0.008,-2.52e-06,5.00160008
-2.52e-06,-0.004,-2.52e-06,5.000000078
-2.52e-06,-0.008,-2.52e-06,5.00320008
-2.52e-06,0.004,-2.52e-06,4.99280008
-2.51e-06,0.016,-2.51e-06,4.99760008
-2.51e-06,0.004,-2.51e-06,4.99600008
-2.51e-06,0.0,-2.51e-06,4.99840008
-2.51e-06,0.012,-2.51e-06,4.99600008
-2.51e-06,0.004,-2.51e-06,4.999200078
-2.51e-06,0.0,-2.51e-06,5.00480008
-2.51e-06,0.0,-2.51e-06,5.00560008
-2.51e-06,-0.008,-2.51e-06,4.999200078
-2.51e-06,-0.012,-2.51e-06,4.99760008
-2.51e-06,-0.012,-2.51e-06,4.99760008
-2.51e-06,0.008,-2.51e-06,5.00320008
-2.51e-06,0.0,-2.51e-06,4.99840008
-2.51e-06,-0.004,-2.51e-06,5.000000078
-2.5e-06,0.008,-2.5e-06,5.00160008
-2.5e-06,0.0,-2.5e-06,4.99520008
-2.5e-06,0.004,-2.5e-06,4.99520008
-2.5e-06,0.004,-2.5e-06,5.00240008
-2.5e-06,0.016,-2.5e-06,4.999200078
-2.5e-06,0.016,-2.5e-06,5.000000078
-2.5e-06,0.004,-2.5e-06,5.000000078
-2.5e-06,0.004,-2.5e-06,5.00160008
-2.5e-06,-0.008,-2.5e-06,5.00800008
-2.5e-06,0.012,-2.5e-06,5.00480008
-2.5e-06,0.004,-2.5e-06,5.00160008
-2.5e-06,0.008,-2.5e-06,4.99680008
-2.49e-06,-0.004,-2.49e-06,5.00240008
-2.49e-06,-0.008,-2.49e-06,5.000000078
-2.49e-06,0.0,-2.49e-06,5.00320008
-2.49e-06,0.0,-2.49e-06,4.999200078
-2.49e-06,0.004,-2.49e-06,5.00640008
-2.49e-06,0.004,-2.49e-06,4.99600008
-2.49e-06,0.008,-2.49e-06,5.00240008
-2.49e-06,0.02,-2.49e-06,4.999200078
-2.49e-06,0.004,-2.49e-06,4.99600008
-2.49e-06,0.008,-2.49e-06,4.99840008
-2.49e-06,-0.004,-2.49e-06,4.999200078
-2.49e-06,0.004,-2.49e-06,5.0112001
-2.49e-06,0.0,-2.49e-06,5.000000078
-2.48e-06,0.0,-2.48e-06,5.000000078
-2.48e-06,0.016,-2.48e-06,5.000000078
-2.48e-06,-0.008,-2.48e-06,4.99520008
-2.48e-06,0.008,-2.48e-06,5.000800078
-2.48e-06,-0.004,-2.48e-06,5.00320008
-2.48e-06,0.016,-2.48e-06,4.99840008
-2.48e-06,0.012,-2.48e-06,4.99680008
-2.48e-06,0.0,-2.48e-06,5.0160001
-2.48e-06,0.016,-2.48e-06,5.00240008
-2.48e-06,0.012,-2.48e-06,5.00160008
-2.48e-06,0.004,-2.48e-06,4.99760008
-2.48e-06,0.016,-2.48e-06,5.000000078
-2.47e-06,0.004,-2.47e-06,4.99600008
-2.47e-06,-0.004,-2.47e-06,4.99440008
-2.47e-06,0.016,-2.47e-06,4.99600008
-2.47e-06,0.008,-2.47e-06,4.99440008
-2.47e-06,-0.004,-2.47e-06,4.99680008
-2.47e-06,0.004,-2.47e-06,4.99600008
-2.47e-06,-0.004,-2.47e-06,4.99200008
-2.47e-06,-0.008,-2.47e-06,4.99840008
-2.47e-06,-0.004,-2.47e-06,5.00160008
-2.47e-06,0.008,-2.47e-06,4.999200078
-2.47e-06,0.012,-2.47e-06,4.99520008
-2.47e-06,0.012,-2.47e-06,5.000000078
-2.47e-06,0.008,-2.47e-06,4.99680008
-2.46e-06,0.004,-2.46e-06,4.99600008
-2.46e-06,0.004,-2.46e-06,4.9888001
-2.46e-06,0.0,-2.46e-06,4.999200078
-2.46e-06,0.004,-2.46e-06,5.00320008
-2.46e-06,0.008,-2.46e-06,5.00400008
-2.46e-06,0.0,-2.46e-06,4.99520008
-2.46e-06,0.004,-2.46e-06,4.99440008
-2.46e-06,0.0,-2.46e-06,4.999200078
-2.46e-06,0.0,-2.46e-06,5.00160008
-2.46e-06,-0.008,-2.46e-06,4.99600008
-2.46e-06,0.0,-2.46e-06,5.00560008
-2.46e-06,-0.008,-2.46e-06,5.000000078
-2.45e-06,0.004,-2.45e-06,5.000800078
-2.45e-06,0.0,-2.45e-06,4.999200078
-2.45e-06,0.0,-2.45e-06,5.00320008
-2.45e-06,0.004,-2.45e-06,4.99760008
-2.45e-06,0.004,-2.45e-06,5.00480008
-2.45e-06,0.012,-2.45e-06,5.00240008
-2.45e-06,0.016,-2.45e-06,4.999200078
-2.45e-06,0.004,-2.45e-06,5.000000078
-2.45e-06,0.0,-2.45e-06,4.99680008
-2.45e-06,0.016,-2.45e-06,4.99760008
-2.45e-06,0.004,-2.45e-06,5.000800078
-2.45e-06,0.0,-2.45e-06,4.999200078
-2.45e-06,-0.016,-2.45e-06,4.99840008
-2.44e-06,0.016,-2.44e-06,5.00160008
-2.44e-06,-0.004,-2.44e-06,5.00640008
-2.44e-06,0.008,-2.44e-06,4.99520008
-2.44e-06,0.016,-2.44e-06,5.000800078
-2.44e-06,0.004,-2.44e-06,4.99840008
-2.44e-06,0.012,-2.44e-06,4.99600008
-2.44e-06,0.004,-2.44e-06,4.99680008
-2.44e-06,0.008,-2.44e-06,4.99360008
-2.44e-06,0.0,-2.44e-06,5.000800078
-2.44e-06,0.004,-2.44e-06,5.000000078
-2.44e-06,0.0,-2.44e-06,4.99680008
-2.44e-06,0.004,-2.44e-06,4.999200078
-2.43e-06,-0.004,-2.43e-06,4.99840008
-2.43e-06,0.0,-2.43e-06,5.000800078
-2.43e-06,-0.012,-2.43e-06,5.000000078
-2.43e-06,0.004,-2.43e-06,4.99440008
-2.43e-06,0.016,-2.43e-06,4.99840008
-2.43e-06,0.004,-2.43e-06,5.00480008
-2.43e-06,0.008,-2.43e-06,5.00400008
-2.43e-06,0.008,-2.43e-06,4.99760008
-2.43e-06,0.004,-2.43e-06,4.99600008
-2.43e-06,0.004,-2.43e-06,5.00160008
-2.43e-06,0.008,-2.43e-06,4.999200078
-2.43e-06,0.008,-2.43e-06,4.99600008
-2.43e-06,0.004,-2.43e-06,5.00160008
-2.42e-06,0.012,-2.42e-06,5.000800078
-2.42e-06,-0.004,-2.42e-06,4.99760008
-2.42e-06,0.0,-2.42e-06,5.00240008
-2.42e-06,0.004,-2.42e-06,4.999200078
-2.42e-06,0.016,-2.42e-06,4.999200078
-2.42e-06,0.004,-2.42e-06,4.99600008
-2.42e-06,-0.004,-2.42e-06,5.000800078
-2.42e-06,0.008,-2.42e-06,4.99200008
-2.42e-06,0.0,-2.42e-06,4.99840008
-2.42e-06,0.004,-2.42e-06,5.00160008
-2.42e-06,0.004,-2.42e-06,5.000000078
-2.42e-06,-0.008,-2.42e-06,4.99760008
-2.41e-06,0.004,-2.41e-06,5.000000078
-2.41e-06,0.0,-2.41e-06,4.99440008
-2.41e-06,-0.004,-2.41e-06,4.99520008
-2.41e-06,0.0,-2.41e-06,4.9896001
-2.41e-06,0.004,-2.41e-06,5.000800078
-2.41e-06,-0.004,-2.41e-06,5.00480008
-2.41e-06,-0.004,-2.41e-06,5.000000078
-2.41e-06,0.012,-2.41e-06,4.999200078
-2.41e-06,-0.008,-2.41e-06,4.99680008
-2.41e-06,0.008,-2.41e-06,4.99520008
-2.41e-06,0.012,-2.41e-06,4.99680008
-2.41e-06,0.008,-2.41e-06,5.00240008
-2.41e-06,-0.008,-2.41e-06,4.99360008
-2.4e-06,-0.008,-2.4e-06,5.00240008
-2.4e-06,0.004,-2.4e-06,5.00400008
-2.4e-06,0.012,-2.4e-06,4.99840008
-2.4e-06,0.004,-2.4e-06,4.999200078
-2.4e-06,0.008,-2.4e-06,4.99760008
-2.4e-06,0.008,-2.4e-06,5.000000078
-2.4e-06,0.004,-2.4e-06,4.99440008
-2.4e-06,-0.004,-2.4e-06,5.000800078
-2.4e-06,0.0,-2.4e-06,5.00320008
-2.4e-06,0.008,-2.4e-06,5.00640008
-2.4e-06,-0.008,-2.4e-06,4.99600008
-2.4e-06,0.0,-2.4e-06,4.99680008
-2.39e-06,0.008,-2.39e-06,4.99360008
-2.39e-06,0.012,-2.39e-06,5.00240008
-2.39e-06,0.004,-2.39e-06,4.99840008
-2.39e-06,-0.004,-2.39e-06,5.00560008
-2.39e-06,0.008,-2.39e-06,4.99760008
-2.39e-06,-0.008,-2.39e-06,4.99680008
-2.39e-06,-0.008,-2.39e-06,4.99600008
-2.39e-06,0.0,-2.39e-06,5.000800078
-2.39e-06,-0.004,-2.39e-06,4.99440008
-2.39e-06,-0.02,-2.39e-06,4.99760008
-2.39e-06,0.0,-2.39e-06,5.00320008
-2.39e-06,0.012,-2.39e-06,4.999200078
-2.39e-06,0.0,-2.39e-06,5.00480008
-2.38e-06,0.004,-2.38e-06,4.99280008
-2.38e-06,0.012,-2.38e-06,4.99440008
-2.38e-06,-0.016,-2.38e-06,4.99680008
-2.38e-06,0.016,-2.38e-06,4.99280008
-2.38e-06,0.004,-2.38e-06,5.00320008
-2.38e-06,0.012,-2.38e-06,4.99760008
-2.38e-06,0.0,-2.38e-06,5.00400008
-2.38e-06,0.0,-2.38e-06,4.99840008
-2.38e-06,-0.004,-2.38e-06,4.999200078
-2.38e-06,0.004,-2.38e-06,5.000000078
-2.38e-06,0.024,-2.38e-06,5.00240008
-2.38e-06,-0.008,-2.38e-06,4.99600008
-2.37e-06,-0.004,-2.37e-06,5.000800078
-2.37e-06,0.008,-2.37e-06,5.000000078
-2.37e-06,0.004,-2.37e-06,5.00160008
-2.37e-06,0.008,-2.37e-06,5.0112001
-2.37e-06,-0.004,-2.37e-06,5.00320008
-2.37e-06,0.024,-2.37e-06,5.000800078
-2.37e-06,0.004,-2.37e-06,5.00400008
-2.37e-06,0.0,-2.37e-06,5.000800078
-2.37e-06,0.008,-2.37e-06,4.99520008
-2.37e-06,0.008,-2.37e-06,4.9896001
-2.37e-06,-0.016,-2.37e-06,5.00240008
-2.37e-06,-0.012,-2.37e-06,4.99360008
-2.37e-06,-0.004,-2.37e-06,4.999200078
-2.36e-06,0.004,-2.36e-06,4.99680008
-2.36e-06,0.0,-2.36e-06,4.99440008
-2.36e-06,0.016,-2.36e-06,4.99360008
-2.36e-06,0.004,-2.36e-06,4.99760008
-2.36e-06,0.0,-2.36e-06,4.99760008
-2.36e-06,0.016,-2.36e-06,5.00160008
-2.36e-06,0.0,-2.36e-06,5.00800008
-2.36e-06,-0.012,-2.36e-06,4.99840008
-2.36e-06,0.004,-2.36e-06,4.99600008
-2.36e-06,0.0,-2.36e-06,4.99760008
-2.36e-06,0.016,-2.36e-06,5.00160008
-2.36e-06,0.008,-2.36e-06,4.99520008
-2.35e-06,0.0,-2.35e-06,4.99600008
-2.35e-06,0.008,-2.35e-06,4.99440008
-2.35e-06,0.024,-2.35e-06,4.99360008
-2.35e-06,0.012,-2.35e-06,4.99760008
-2.35e-06,0.0,-2.35e-06,4.99760008
-2.35e-06,0.004,-2.35e-06,4.99440008
-2.35e-06,-0.012,-2.35e-06,4.99680008
-2.35e-06,-0.012,-2.35e-06,5.000800078
-2.35e-06,0.012,-2.35e-06,4.99840008
-2.35e-06,0.004,-2.35e-06,5.00480008
-2.35e-06,0.0,-2.35e-06,4.999200078
-2.35e-06,0.016,-2.35e-06,4.99680008
-2.35e-06,0.004,-2.35e-06,4.99760008
-2.34e-06,0.0,-2.34e-06,5.000000078
-2.34e-06,-0.004,-2.34e-06,5.000800078
-2.34e-06,0.008,-2.34e-06,4.99760008
-2.34e-06,0.004,-2.34e-06,4.999200078
-2.34e-06,-0.004,-2.34e-06,4.99520008
-2.34e-06,0.004,-2.34e-06,5.00880008
-2.34e-06,0.004,-2.34e-06,5.00320008
-2.34e-06,0.0,-2.34e-06,4.99840008
-2.34e-06,0.0,-2.34e-06,4.99520008
-2.34e-06,-0.004,-2.34e-06,4.99440008
-2.34e-06,-0.008,-2.34e-06,4.99440008
-2.34e-06,0.004,-2.34e-06,4.99040008
-2.33e-06,0.0,-2.33e-06,4.999200078
-2.33e-06,0.02,-2.33e-06,4.99280008
-2.33e-06,0.012,-2.33e-06,5.000800078
-2.33e-06,0.008,-2.33e-06,4.99440008
-2.33e-06,0.004,-2.33e-06,4.999200078
-2.33e-06,-0.008,-2.33e-06,5.00240008
-2.33e-06,-0.008,-2.33e-06,4.99840008
-2.33e-06,0.008,-2.33e-06,4.99200008
-2.33e-06,0.004,-2.33e-06,4.99840008
-2.33e-06,0.008,-2.33e-06,4.99680008
-2.33e-06,0.008,-2.33e-06,4.99520008
-2.33e-06,0.008,-2.33e-06,5.000000078
-2.33e-06,-0.012,-2.33e-06,5.00320008
-2.32e-06,0.004,-2.32e-06,5.00240008
-2.32e-06,-0.016,-2.32e-06,5.000800078
-2.32e-06,0.004,-2.32e-06,4.999200078
-2.32e-06,0.0,-2.32e-06,4.99520008
-2.32e-06,0.008,-2.32e-06,5.000800078
