time1,Diode,time2,PCD3_B,time3,PCD1,time4,PCD2,time5,PCD3,time6,PCD1_B,time7,PCD2_B
-1.03E-06,-0.002,-1.03E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.004,-1.03E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.008,-1.03E-06,-0.00399992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.002,-1.03E-06,-0.00239992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.01,-1.03E-06,0.00400008,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0,-1.03E-06,0.00240008,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.002,-1.03E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,-0.004,-1.03E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.008,-1.03E-06,-0.000799922,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0,-1.03E-06,-0.00399992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.014,-1.03E-06,-0.00319992,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.01,-1.03E-06,0.00400008,0,0,0,0,0,0,0,0,0,0
-1.03E-06,0.014,-1.03E-06,-0.00319992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.002,-1.02E-06,-0.00479992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.004,-1.02E-06,7.80E-08,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.006,-1.02E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.012,-1.02E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.002,-1.02E-06,0.00160008,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.006,-1.02E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.002,-1.02E-06,-0.00719992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.008,-1.02E-06,-0.00479992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.004,-1.02E-06,7.80E-08,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.002,-1.02E-06,-0.00319992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.002,-1.02E-06,-0.00239992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0,-1.02E-06,0.00160008,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.008,-1.02E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.008,-1.02E-06,-0.000799922,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.004,-1.02E-06,-0.00479992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0,-1.02E-06,0.00400008,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0,-1.02E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.006,-1.02E-06,0.00400008,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.004,-1.02E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.012,-1.02E-06,0.00560008,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.012,-1.02E-06,-0.00399992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.012,-1.02E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0,-1.02E-06,-0.00319992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,-0.002,-1.02E-06,-0.00399992,0,0,0,0,0,0,0,0,0,0
-1.02E-06,0.002,-1.02E-06,-0.000799922,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.004,-1.01E-06,-0.00399992,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0,-1.01E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.008,-1.01E-06,-0.00879992,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.004,-1.01E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.01,-1.01E-06,7.80E-08,0,0,0,0,0,0,0,0,0,0
-1.01E-06,-0.004,-1.01E-06,0.00720008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.008,-1.01E-06,0.00640008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,-0.004,-1.01E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0,-1.01E-06,-0.00159992,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.002,-1.01E-06,-0.00319992,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0,-1.01E-06,0.00400008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,-0.004,-1.01E-06,-0.00239992,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.004,-1.01E-06,-0.000799922,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.004,-1.01E-06,0.000800078,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.008,-1.01E-06,0.00320008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.006,-1.01E-06,0.00160008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.006,-1.01E-06,0.00320008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.004,-1.01E-06,0.00160008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.012,-1.01E-06,0.00560008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.002,-1.01E-06,0.00240008,0,0,0,0,0,0,0,0,0,0
-1.01E-06,0.002,-1.01E-06,-0.00639992,0,0,0,0,0,0,0,0,0,0
